Datensatztyp*;EinheitMastrNummer;Anlagenbetreiber;Anzeigename;Postleitzahl;Ort;Strasse;Hausnummer;Bundesland;Land;Jahr_Inbetriebnahme;Jahr_Stilllegung**;Kraftwerksstatus;Energietraeger;Hauptbrennstoff;Waermeauskopplung_KWK;Erneuerbarer_Energietraeger;Bruttoleistung_MW;Nettonennleistung_MW;Technologie_Stromerzeugung;Volleinspeisung_Teileinspeisung;Spannungsebene;Anschlussnetzbetreiber;Bestandteil_Grenzkraftwerk;Grenzkraftwerk_Nettonennleistung_MW
stillgelegte Anlagen;;;;;;;;Thueringen;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;SolareStrahlungsenergie;;;Ja;6,98;6,03;;;;;Nein;
stillgelegte Anlagen;;;;;;;;BadenWuerttemberg;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Wind (onshore);;;Ja;44,16;44,16;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Bayern;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Wind (onshore);;;Ja;13,46;13,46;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;BadenWuerttemberg;Deutschland;;;vorl?ufig Stillgelegt;Wind (onshore);;;Ja;2,93;2,93;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Bayern;Deutschland;;;vorl?ufig Stillgelegt;Wind (onshore);;;Ja;0,04;0,04;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;BadenWuerttemberg;Deutschland;;;InBetrieb;Wind (onshore);;;Ja;2246,17;2246,17;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Bayern;Deutschland;;;InBetrieb;Wind (onshore);;;Ja;2810,07;2810,07;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Brandenburg;Deutschland;;;vorl?ufig Stillgelegt;Wind (onshore);;;Ja;6,64;6,64;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Berlin;Deutschland;;;InBetrieb;Wind (onshore);;;Ja;16,57;16,57;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Brandenburg;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Wind (onshore);;;Ja;276,24;276,24;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Berlin;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Wind (onshore);;;Ja;0;0;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Hamburg;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Wind (onshore);;;Ja;3,8;3,8;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Brandenburg;Deutschland;;;InBetrieb;Wind (onshore);;;Ja;9646,51;9646,51;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Hessen;Deutschland;;;vorl?ufig Stillgelegt;Wind (onshore);;;Ja;5,5;5,5;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Hessen;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Wind (onshore);;;Ja;38,58;38,58;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Hessen;Deutschland;;;InBetrieb;Wind (onshore);;;Ja;2913,55;2913,55;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Bremen;Deutschland;;;InBetrieb;Wind (onshore);;;Ja;191,31;191,31;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Niedersachsen;Deutschland;;;InBetrieb;Wind (onshore);;;Ja;14335,72;14335,72;;;;;Nein;
stillgelegte Anlagen;;;;;;;;MecklenburgVorpommern;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Wind (onshore);;;Ja;125,01;125,01;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;MecklenburgVorpommern;Deutschland;;;InBetrieb;Wind (offshore);;;Ja;305,48;305,48;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Nordsee;Deutschland;;;InBetrieb;Wind (offshore);;;Ja;8548,32;8548,32;;;;;Nein;
;;;;;;;;Ostsee;Deutschland;;;InBetrieb;Wind (offshore);;;Ja;1522,75;1522,75;;;;;;
Kleinanlagen_aggregiert;;;;;;;;Hamburg;Deutschland;;;InBetrieb;Wind (onshore);;;Ja;122,31;122,31;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Bremen;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Wind (onshore);;;Ja;13,6;13,6;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;MecklenburgVorpommern;Deutschland;;;InBetrieb;Wind (onshore);;;Ja;4120,62;4120,62;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Niedersachsen;Deutschland;;;InBetrieb;Wind (offshore);;;Ja;224,1;224,1;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Niedersachsen;Deutschland;;;vorl?ufig Stillgelegt;Wind (onshore);;;Ja;4,27;4,27;;;;;Nein;
stillgelegte Anlagen;;;;;;;;NordrheinWestfalen;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Wind (onshore);;;Ja;455,46;455,46;;;;;Nein;
stillgelegte Anlagen;;;;;;;;RheinlandPfalz;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Wind (onshore);;;Ja;193,83;193,83;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;MecklenburgVorpommern;Deutschland;;;vorl?ufig Stillgelegt;Wind (onshore);;;Ja;5,3;5,3;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Saarland;Deutschland;;;InBetrieb;Wind (onshore);;;Ja;566,64;566,64;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Niedersachsen;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Wind (onshore);;;Ja;885,39;885,39;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;RheinlandPfalz;Deutschland;;;vorl?ufig Stillgelegt;Wind (onshore);;;Ja;8;8;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;NordrheinWestfalen;Deutschland;;;InBetrieb;Wind (onshore);;;Ja;9538,83;9538,83;;;;;Nein;
stillgelegte Anlagen;;;;;;;;SchleswigHolstein;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Wind (onshore);;;Ja;640,64;640,64;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Sachsen;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Wind (onshore);;;Ja;65,49;65,49;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;SachsenAnhalt;Deutschland;;;InBetrieb;Wind (onshore);;;Ja;5706,62;5706,62;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;NordrheinWestfalen;Deutschland;;;vorl?ufig Stillgelegt;Wind (onshore);;;Ja;2,8;2,8;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Saarland;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Wind (onshore);;;Ja;14,2;14,2;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;SchleswigHolstein;Deutschland;;;vorl?ufig Stillgelegt;Wind (onshore);;;Ja;0,01;0,01;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;SchleswigHolstein;Deutschland;;;InBetrieb;Wind (onshore);;;Ja;9949,55;9949,55;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Sachsen;Deutschland;;;vorl?ufig Stillgelegt;Wind (onshore);;;Ja;2,31;2,31;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Thueringen;Deutschland;;;vorl?ufig Stillgelegt;Wind (onshore);;;Ja;0,01;0,01;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;RheinlandPfalz;Deutschland;;;InBetrieb;Wind (onshore);;;Ja;4381,76;4381,76;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Sachsen;Deutschland;;;InBetrieb;Wind (onshore);;;Ja;1440,47;1440,47;;;;;Nein;
stillgelegte Anlagen;;;;;;;;Thueringen;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Wind (onshore);;;Ja;79,7;79,7;;;;;Nein;
stillgelegte Anlagen;;;;;;;;SachsenAnhalt;Deutschland;;;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Wind (onshore);;;Ja;520,77;520,77;;;;;Nein;
Kleinanlagen_aggregiert;;;;;;;;Thueringen;Deutschland;;;InBetrieb;Wind (onshore);;;Ja;1910,07;1910,07;;;;;Nein;
stillgelegte Anlagen;BNA0302;;Frimmersdorf;41517;Frimmersdorf;;;NordrheinWestfalen;Deutschland;1957;2011;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Braunkohle;;Nein;Nein;146;129;;;;;Nein;
stillgelegte Anlagen;BNA0303;;Frimmersdorf;41517;Frimmersdorf;;;NordrheinWestfalen;Deutschland;1957;2011;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Braunkohle;;Nein;Nein;147;130;;;;;Nein;
stillgelegte Anlagen;BNA0304;;Frimmersdorf;41517;Frimmersdorf;;;NordrheinWestfalen;Deutschland;1960;2011;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Braunkohle;;Nein;Nein;143;124;;;;;Nein;
stillgelegte Anlagen;BNA0414;;Westfalen;59071;Hamm-Uentrop;;;NordrheinWestfalen;Deutschland;1963;2011;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Steinkohle;;Nein;Nein;160;152;;;;;Nein;
stillgelegte Anlagen;BNA0415;;Westfalen;59071;Hamm-Uentrop;;;NordrheinWestfalen;Deutschland;1963;2011;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Steinkohle;;Nein;Nein;160;152;;;;;Nein;
stillgelegte Anlagen;BNA0011;;Papierfabrik Albbruck;79774;Albbruck;;;BadenWuerttemberg;Deutschland;2009;2012;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Steinkohle;;Ja;Nein;28;28;;;;;Nein;
stillgelegte Anlagen;BNA1337a;;Heizkraftwerk;63741;Aschaffenburg;Weichertstr.;;Bayern;Deutschland;;2012;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Erdgas;;Ja;Nein;27,29;27;;;;;Nein;
stillgelegte Anlagen;BNA0710;;Niederau?em;50129;Bergheim;;;NordrheinWestfalen;Deutschland;1963;2012;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Braunkohle;;Nein;Nein;140;125;;;;;Nein;
stillgelegte Anlagen;BNA0711;;Niederau?em;50129;Bergheim;;;NordrheinWestfalen;Deutschland;1963;2012;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Braunkohle;;Nein;Nein;140;125;;;;;Nein;
stillgelegte Anlagen;BNA0118;;Heizkraftwerk S?d;53121;Bonn;;;NordrheinWestfalen;Deutschland;1969;2012;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Erdgas;;Ja;Nein;15,7;14,4;;;;;Nein;
stillgelegte Anlagen;BNA0212;;HKW II/B;47053;Duisburg;Zirkelstra?e;;NordrheinWestfalen;Deutschland;1965;2012;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Steinkohle;;Ja;Nein;144;133;;;;;Nein;
stillgelegte Anlagen;BNA1021;;Weisweiler;52249;Eschweiler-Weisweiler;;;NordrheinWestfalen;Deutschland;1955;2012;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Braunkohle;;Ja;Nein;146;123;;;;;Nein;
stillgelegte Anlagen;BNA1022;;Weisweiler;52249;Eschweiler-Weisweiler;;;NordrheinWestfalen;Deutschland;1959;2012;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Braunkohle;;Nein;Nein;155;135;;;;;Nein;
stillgelegte Anlagen;BNA0269;;HKW Flensburg;24939;Flensburg;Batteriestr.;;SchleswigHolstein;Deutschland;1974;2012;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Mineraloelprodukte;;Ja;Nein;30;30;;;;;Nein;
stillgelegte Anlagen;BNA0307;;Frimmersdorf;41517;Frimmersdorf;;;NordrheinWestfalen;Deutschland;1960;2012;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Braunkohle;;Nein;Nein;144;128;;;;;Nein;
stillgelegte Anlagen;BNA0308;;Frimmersdorf;41517;Frimmersdorf;;;NordrheinWestfalen;Deutschland;1962;2012;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Braunkohle;;Nein;Nein;152;136;;;;;Nein;
stillgelegte Anlagen;BNA0305;;Frimmersdorf;41517;Grevenbroich-Frimmersdorf;;;NordrheinWestfalen;Deutschland;1959;2012;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Braunkohle;;Nein;Nein;146;130;;;;;Nein;
stillgelegte Anlagen;BNA0306;;Frimmersdorf;41517;Grevenbroich-Frimmersdorf;;;NordrheinWestfalen;Deutschland;1960;2012;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Braunkohle;;Nein;Nein;151;132;;;;;Nein;
stillgelegte Anlagen;BNA0309;;Frimmersdorf;41517;Grevenbroich-Frimmersdorf;;;NordrheinWestfalen;Deutschland;1964;2012;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Braunkohle;;Nein;Nein;153;135;;;;;Nein;
stillgelegte Anlagen;BNA0310;;Frimmersdorf;41517;Grevenbroich-Frimmersdorf;;;NordrheinWestfalen;Deutschland;1962;2012;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Braunkohle;;Nein;Nein;155;138;;;;;Nein;
stillgelegte Anlagen;BNA0311;;Frimmersdorf;41517;Grevenbroich-Frimmersdorf;;;NordrheinWestfalen;Deutschland;1962;2012;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Braunkohle;;Nein;Nein;147;131;;;;;Nein;
stillgelegte Anlagen;BNA0312;;Frimmersdorf;41517;Grevenbroich-Frimmersdorf;;;NordrheinWestfalen;Deutschland;1964;2012;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Braunkohle;;Nein;Nein;149;133;;;;;Nein;
stillgelegte Anlagen;BNA0376;;Staudinger;63538;Gro?krotzenburg;;;Hessen;Deutschland;1970;2012;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Steinkohle;;Nein;Nein;320;293;;;;;Nein;
stillgelegte Anlagen;BNA0639;;HKW Mannheim;68169;Mannheim;Otto-Hahn-Stra?e;;BadenWuerttemberg;Deutschland;1977;2012;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Abfall;;Ja;Nein;9;5,56;;;;;Nein;
stillgelegte Anlagen;BNA0812;;Kraftwerk Veltheim;32457;Porta Westfalica;;;NordrheinWestfalen;Deutschland;1965;2012;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Steinkohle;;Nein;Nein;100;93;;;;;Nein;
stillgelegte Anlagen;BNA0913;;GuD Anlage Spreetal;2979;Spreetal;S?dstra?e;;Sachsen;Deutschland;2009;2012;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Erdgas;;Nein;Nein;55;50;;;;;Nein;
stillgelegte Anlagen;BNA0680;;Mumsdorf;4613;Mumsdorf;;;SachsenAnhalt;Deutschland;1968;2013;endg?ltig stillgelegt nach ? 13b EnWG;Braunkohle;;Ja;Nein;72;60;;;;;Nein;
stillgelegte Anlagen;BNA0059a;;HKW Kassel;34225;Baunatal;;;Hessen;Deutschland;1961;2013;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Erdgas;;Ja;Nein;13,2;12,2;;;;;Nein;
stillgelegte Anlagen;BNA0143;;KW Mittelsb?ren;28237;Bremen;Auf den Delben;;Bremen;Deutschland;1974;2013;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Sonstige Energietraeger (nicht erneuerbar);;Nein;Nein;110;110;;;;;Nein;
stillgelegte Anlagen;BNA0187;;Datteln;45711;Datteln;;;NordrheinWestfalen;Deutschland;1964;2013;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Steinkohle;;Ja;Nein;95;95;;;;;Nein;
stillgelegte Anlagen;BNA0188;;Datteln;45711;Datteln;;;NordrheinWestfalen;Deutschland;1964;2013;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Steinkohle;;Ja;Nein;95;95;;;;;Nein;
stillgelegte Anlagen;BNA0189;;Datteln;45711;Datteln;;;NordrheinWestfalen;Deutschland;1969;2013;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Steinkohle;;Nein;Nein;95;113;;;;;Nein;
stillgelegte Anlagen;BNA0375;;Staudinger;63538;Gro?krotzenburg;;;Hessen;Deutschland;1965;2013;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Steinkohle;;Ja;Nein;270;249;;;;;Nein;
stillgelegte Anlagen;BNA0448;;Shamrock;44653;Herne;;;NordrheinWestfalen;Deutschland;1957;2013;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Steinkohle;;Ja;Nein;162;132;;;;;Nein;
stillgelegte Anlagen;BNA0638;;HKW Mannheim;68169;Mannheim;Otto-Hahn-Stra?e;;BadenWuerttemberg;Deutschland;1966;2013;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Abfall;;Nein;Nein;4,5;2,78;;;;;Nein;
stillgelegte Anlagen;BNA1275;;Kraftwerk Weinheim;69469;Weinheim;H?hnerweg;;BadenWuerttemberg;Deutschland;2005;2013;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Erdgas;;Ja;Nein;21;21;;;;;Nein;
stillgelegte Anlagen;BNA1276;;Kraftwerk Weinheim;69469;Weinheim;H?hnerweg;;BadenWuerttemberg;Deutschland;1982;2013;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Erdgas;;Ja;Nein;21;21;;;;;Nein;
stillgelegte Anlagen;BNA0203;;Knepper;44357;Dortmund;;;NordrheinWestfalen;Deutschland;1971;2014;endg?ltig stillgelegt nach ? 13b EnWG;Steinkohle;;Ja;Nein;370;345;;;;;Nein;
stillgelegte Anlagen;BNA0215;;KW Walsum;47179;Duisburg;Dr. Wilhelm-Roelen-Str.;;NordrheinWestfalen;Deutschland;1959;2014;endg?ltig stillgelegt nach ? 13b EnWG;Steinkohle;;Nein;Nein;150;129;;;;;Nein;
stillgelegte Anlagen;BNA0333;;Scholven;45896;Gelsenkirchen;;;NordrheinWestfalen;Deutschland;1970;2014;endg?ltig stillgelegt nach ? 13b EnWG;Steinkohle;;Ja;Nein;370;345;;;;;Nein;
stillgelegte Anlagen;BNA0334;;Scholven;45896;Gelsenkirchen;;;NordrheinWestfalen;Deutschland;1971;2014;endg?ltig stillgelegt nach ? 13b EnWG;Steinkohle;;Ja;Nein;370;345;;;;;Nein;
stillgelegte Anlagen;BNA0335;;Scholven;45896;Gelsenkirchen;;;NordrheinWestfalen;Deutschland;1979;2014;endg?ltig stillgelegt nach ? 13b EnWG;Steinkohle;;Nein;Nein;740;676;;;;;Nein;
stillgelegte Anlagen;BNA0447;;KW Herne;44653;Herne;Hertener Str.;;NordrheinWestfalen;Deutschland;1963;2014;endg?ltig stillgelegt nach ? 13b EnWG;Steinkohle;;Nein;Nein;150;133;;;;;Nein;
stillgelegte Anlagen;BNA0918a;;Dow Stade;21683;Stade;B?tzflethersand;;Niedersachsen;Deutschland;1972;2014;endg?ltig stillgelegt nach ? 13b EnWG;Erdgas;;Ja;Nein;193;190;;;;;Nein;
stillgelegte Anlagen;BNA1035;;Kraftwerk Werdohl-Elverlingsen;58791;Werdohl;;;NordrheinWestfalen;Deutschland;1971;2014;endg?ltig stillgelegt nach ? 13b EnWG;Steinkohle;;Nein;Nein;200;186;;;;;Nein;
stillgelegte Anlagen;BNA1338;;Spitzenkraftwerk;94469;Deggendorf;Ruselbergstr.;;Bayern;Deutschland;1978;2014;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Mineraloelprodukte;;Ja;Nein;19,6;19;;;;;Nein;
stillgelegte Anlagen;BNA0933;;Heizkraftwerk Stuttgart-Gaisburg;70376;Stuttgart;Langwiesenweg;;BadenWuerttemberg;Deutschland;1973;2014;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Erdgas;;Nein;Nein;60;55;;;;;Nein;
stillgelegte Anlagen;BNA0099;;Gasturbinenkraftwerk Bielefeld Ummeln;33649;Bielefeld;;;NordrheinWestfalen;Deutschland;1975;2015;endg?ltig stillgelegt nach ? 13b EnWG;Erdgas;;Nein;Nein;55;55;;;;;Nein;
stillgelegte Anlagen;BNA0355;;Grafenrheinfeld;97506;Grafenrheinfeld;;;Bayern;Deutschland;1982;2015;endg?ltig stillgelegt nach ? 13b EnWG;Kernenergie;;Nein;Nein;1345;1275;;;;;Nein;
stillgelegte Anlagen;BNA0490b;;Goldenberg;50354;H?rth;;;NordrheinWestfalen;Deutschland;1993;2015;endg?ltig stillgelegt nach ? 13b EnWG;Braunkohle;;Ja;Nein;45;45;;;;;Nein;
stillgelegte Anlagen;BNA0642;;GKM ;68199;Mannheim;Marguerrestra?e;;BadenWuerttemberg;Deutschland;1966;2015;endg?ltig stillgelegt nach ? 13b EnWG;Steinkohle;;Ja;Nein;220;202,5;;;;;Nein;
stillgelegte Anlagen;BNA0643;;GKM ;68199;Mannheim;Marguerrestra?e;;BadenWuerttemberg;Deutschland;1970;2015;endg?ltig stillgelegt nach ? 13b EnWG;Steinkohle;;Ja;Nein;220;202,5;;;;;Nein;
stillgelegte Anlagen;BNA0681;;Freimann GT 1;80807;M?nchen;;;Bayern;Deutschland;1975;2015;endg?ltig stillgelegt nach ? 13b EnWG;Erdgas;;Ja;Nein;81;80;;;;;Nein;
stillgelegte Anlagen;BNA0682;;Freimann GT 2;80807;M?nchen;;;Bayern;Deutschland;1975;2015;endg?ltig stillgelegt nach ? 13b EnWG;Erdgas;;Nein;Nein;81;80;;;;;Nein;
stillgelegte Anlagen;BNA0813;;Kraftwerk Veltheim;32457;Porta Westfalica;;;NordrheinWestfalen;Deutschland;1970;2015;endg?ltig stillgelegt nach ? 13b EnWG;Steinkohle;;Nein;Nein;320;303;;;;;Nein;
stillgelegte Anlagen;BNA0810;;Kraftwerk Veltheim;32457;Porta Westfalica;;;NordrheinWestfalen;Deutschland;1974;2015;endg?ltig stillgelegt nach ? 13b EnWG;Erdgas;;Nein;Nein;65;65;;;;;Nein;
stillgelegte Anlagen;BNA0811;;Kraftwerk Veltheim;32457;Porta Westfalica;;;NordrheinWestfalen;Deutschland;1975;2015;endg?ltig stillgelegt nach ? 13b EnWG;Erdgas;;Nein;Nein;340;335;;;;;Nein;
stillgelegte Anlagen;BNA0922a;;GuD-Ikw Sta?furt;39418;Sta?furt;Athenslebener Weg;;SachsenAnhalt;Deutschland;1996;2015;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Erdgas;;Ja;Nein;9;9;;;;;Nein;
stillgelegte Anlagen;BNA0080;;Lichterfelde;12207;Berlin;Ostpreu?endamm;;Berlin;Deutschland;1973;2016;endg?ltig stillgelegt nach ? 13b EnWG;Erdgas;;Nein;Nein;150;144;;;;;Nein;
stillgelegte Anlagen;BNA0140;;KW Hastedt;28207;Bremen;Hastedter Osterdeich;;Bremen;Deutschland;1972;2016;endg?ltig stillgelegt nach ? 13b EnWG;Erdgas;;Nein;Nein;163;155;;;;;Nein;
stillgelegte Anlagen;BNA0145;;KW Hafen;28237;Bremen;Otavistr.;;Bremen;Deutschland;1968;2016;endg?ltig stillgelegt nach ? 13b EnWG;Steinkohle;;Nein;Nein;145;127;;;;;Nein;
stillgelegte Anlagen;BNA0273;;Heizkraftwerk FL;24939;Flensburg;Batteriestr.;;SchleswigHolstein;Deutschland;1982;2016;endg?ltig stillgelegt nach ? 13b EnWG;Steinkohle;;Nein;Nein;38;35;;;;;Nein;
stillgelegte Anlagen;BNA0274;;Heizkraftwerk FL;24939;Flensburg;Batteriestr.;;SchleswigHolstein;Deutschland;1978;2016;endg?ltig stillgelegt nach ? 13b EnWG;Steinkohle;;Nein;Nein;26;23;;;;;Nein;
stillgelegte Anlagen;BNA0289a;;HKW West;60627;Frankfurt am Main;Gutleutstra?e;;Hessen;Deutschland;1954;2016;endg?ltig stillgelegt nach ? 13b EnWG;Sonstige Energietraeger (nicht erneuerbar);;Nein;Nein;20;19,7;;;;;Nein;
stillgelegte Anlagen;BNA0413a;;Westfalen;59071;Hamm-Uentrop;;;NordrheinWestfalen;Deutschland;1969;2016;endg?ltig stillgelegt nach ? 13b EnWG;Steinkohle;;Nein;Nein;305;284;;;;;Nein;
stillgelegte Anlagen;BNA0735;;Thyrow;15806;Nunsdorf;;;Brandenburg;Deutschland;1989;2016;endg?ltig stillgelegt nach ? 13b EnWG;Erdgas;;Nein;Nein;38;37,5;;;;;Nein;
stillgelegte Anlagen;BNA0736;;Thyrow;15806;Nunsdorf;;;Brandenburg;Deutschland;1989;2016;endg?ltig stillgelegt nach ? 13b EnWG;Erdgas;;Nein;Nein;38;37,5;;;;;Nein;
stillgelegte Anlagen;BNA0737;;Thyrow;15806;Nunsdorf;;;Brandenburg;Deutschland;1989;2016;endg?ltig stillgelegt nach ? 13b EnWG;Erdgas;;Nein;Nein;38;37,5;;;;;Nein;
stillgelegte Anlagen;BNA0799;;Heizkraftwerk Pforzheim GmbH;75175;Pforzheim;Hohwiesenweg;;BadenWuerttemberg;Deutschland;1969;2016;endg?ltig stillgelegt nach ? 13b EnWG;Erdgas;;Nein;Nein;12,8;11,3;;;;;Nein;
stillgelegte Anlagen;BNA0413b;;Westfalen;59071;Hamm-Uentrop;;;NordrheinWestfalen;Deutschland;2014;2016;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Steinkohle;;Nein;Nein;800;765;;;;;Nein;
stillgelegte Anlagen;BNA1225;;PWG;82380;Pei?enberg;;;Bayern;Deutschland;1989;2016;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Erdgas;;Nein;Nein;5,5;5,3;;;;;Nein;
stillgelegte Anlagen;BNA1226;;PWG;82380;Pei?enberg;;;Bayern;Deutschland;1987;2016;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Erdgas;;Nein;Nein;5,5;5,3;;;;;Nein;
stillgelegte Anlagen;BNA0161;;Brunsb?ttel;25541;Brunsb?ttel;Otto Hahn Str.;;SchleswigHolstein;Deutschland;1973;2017;endg?ltig stillgelegt nach ? 13b EnWG;Mineraloelprodukte;;Nein;Nein;64;63,5;;;;;Nein;
stillgelegte Anlagen;BNA0162;;Brunsb?ttel;25541;Brunsb?ttel;Otto Hahn Str.;;SchleswigHolstein;Deutschland;1973;2017;endg?ltig stillgelegt nach ? 13b EnWG;Mineraloelprodukte;;Nein;Nein;64;63,5;;;;;Nein;
stillgelegte Anlagen;BNA0163;;Brunsb?ttel;25541;Brunsb?ttel;Otto Hahn Str.;;SchleswigHolstein;Deutschland;1973;2017;endg?ltig stillgelegt nach ? 13b EnWG;Mineraloelprodukte;;Nein;Nein;64;63,5;;;;;Nein;
stillgelegte Anlagen;BNA0164;;Brunsb?ttel;25541;Brunsb?ttel;Otto Hahn Str.;;SchleswigHolstein;Deutschland;1973;2017;endg?ltig stillgelegt nach ? 13b EnWG;Mineraloelprodukte;;Nein;Nein;64;63,5;;;;;Nein;
stillgelegte Anlagen;BNA0288;;HKW Niederrad;60528;Frankfurt am Main;Lyoner Stra?e;;Hessen;Deutschland;1973;2017;endg?ltig stillgelegt nach ? 13b EnWG;Erdgas;;Ja;Nein;60;56;;;;;Nein;
