nr_MASTR,nr_betreiber,energie_type,verknuepfte_einheiten,name,einspeisung,leistung_brutto,plz,landkreis,ort,strasse,hausnummer,bundesland,laenge,breite,jahr_inbetriebnahme,jahr_stillgelegt,stillgelegt,name_KW,energietraeger,nr_KW
SEE906312850534,ABR925974012494,Wasser,"SEE937849602679, SEE937360320199, SEE920872442510, SEE906312850534",Detzem Maschine 4,Volleinspeisung,6000,54340,Trier-Saarburg,Detzem,Am Moselufer,1,Rheinland-Pfalz,6.841582,49.824611,1962,NA,FALSE,NA,Laufwasseranlage,NA
SEE990386558748,ABR925974012494,Wasser,"SEE990386558748, SEE908296774073, SEE953280009242, SEE919660881013",Dhronwerk Maschine 1,Volleinspeisung,2027,54340,Trier-Saarburg,Leiwen,Euchariusstraße,1,Rheinland-Pfalz,6.883632,49.821627,1913,NA,FALSE,NA,Speicherwasseranlage,NA
SEE925878652192,ABR925974012494,Wasser,"SEE925878652192, SEE929405778768, SEE991358537341, SEE968613122536",Enkirch Maschine 1,Volleinspeisung,4600,56850,Bernkastel-Wittlich,Enkirch,An der B 53,1,Rheinland-Pfalz,7.127371,49.978199,1966,NA,FALSE,NA,Laufwasseranlage,NA
SEE929405778768,ABR925974012494,Wasser,"SEE925878652192, SEE929405778768, SEE991358537341, SEE968613122536",Enkirch Maschine 2,Volleinspeisung,4600,56850,Bernkastel-Wittlich,Enkirch,An der B 53,1,Rheinland-Pfalz,7.127371,49.978199,1966,NA,FALSE,NA,Laufwasseranlage,NA
SEE991358537341,ABR925974012494,Wasser,"SEE925878652192, SEE929405778768, SEE991358537341, SEE968613122536",Enkirch Maschine 3,Volleinspeisung,4600,56850,Bernkastel-Wittlich,Enkirch,An der B 53,1,Rheinland-Pfalz,7.127371,49.978199,1966,NA,FALSE,NA,Laufwasseranlage,NA
SEE968613122536,ABR925974012494,Wasser,"SEE925878652192, SEE929405778768, SEE991358537341, SEE968613122536",Enkirch Maschine 4,Volleinspeisung,4600,56850,Bernkastel-Wittlich,Enkirch,An der B 53,1,Rheinland-Pfalz,7.127371,49.978199,1966,NA,FALSE,NA,Laufwasseranlage,NA
SEE971746670720,ABR925974012494,Wasser,"SEE971746670720, SEE999735538103, SEE966521084113, SEE991810618885",Fankel Maschine 1,Volleinspeisung,4100,56814,Cochem-Zell,Bruttig-Fankel,Am Stausee,NA,Rheinland-Pfalz,7.225694,50.123925,1963,NA,FALSE,NA,Laufwasseranlage,NA
SEE999735538103,ABR925974012494,Wasser,"SEE971746670720, SEE999735538103, SEE966521084113, SEE991810618885",Fankel Maschine 2,Volleinspeisung,4100,56814,Cochem-Zell,Bruttig-Fankel,Am Stausee,NA,Rheinland-Pfalz,7.225694,50.123925,1963,NA,FALSE,NA,Laufwasseranlage,NA
SEE966521084113,ABR925974012494,Wasser,"SEE971746670720, SEE999735538103, SEE966521084113, SEE991810618885",Fankel Maschine 3,Volleinspeisung,4100,56814,Cochem-Zell,Bruttig-Fankel,Am Stausee,NA,Rheinland-Pfalz,7.225694,50.123925,1963,NA,FALSE,NA,Laufwasseranlage,NA
SEE991810618885,ABR925974012494,Wasser,"SEE971746670720, SEE999735538103, SEE966521084113, SEE991810618885",Fankel Maschine 4,Volleinspeisung,4100,56814,Cochem-Zell,Bruttig-Fankel,Am Stausee,NA,Rheinland-Pfalz,7.225694,50.123925,1963,NA,FALSE,NA,Laufwasseranlage,NA
SEE944656117388,ABR925974012494,Wasser,"SEE944656117388, SEE977356213593",Heimbach Maschine 1,Volleinspeisung,8000,52396,Düren,Heimbach,Kleestraße,NA,Nordrhein-Westfalen,6.479026,50.628592,1905,NA,FALSE,NA,Speicherwasseranlage,NA
SEE977356213593,ABR925974012494,Wasser,"SEE944656117388, SEE977356213593",Heimbach Maschine 2,Volleinspeisung,8000,52396,Düren,Heimbach,Kleestraße,NA,Nordrhein-Westfalen,6.479026,50.628592,1905,NA,FALSE,NA,Speicherwasseranlage,NA
SEE959484452549,ABR925974012494,Wasser,"SEE959484452549, SEE910821502136",Kanzem Maschine 1,Volleinspeisung,1150,54441,Trier-Saarburg,Kanzem,Alter Weg,1,Rheinland-Pfalz,6.576964,49.665679,1987,NA,FALSE,NA,Laufwasseranlage,NA
SEE910821502136,ABR925974012494,Wasser,"SEE959484452549, SEE910821502136",Kanzem Maschine 2,Volleinspeisung,1150,54441,Trier-Saarburg,Kanzem,Alter Weg,1,Rheinland-Pfalz,6.576964,49.665679,1987,NA,FALSE,NA,Laufwasseranlage,NA
SEE969960549656,ABR925974012494,Wasser,"SEE969960549656, SEE960468805602, SEE984419170205",Kettwig Maschine 1,Volleinspeisung,1544,45219,Essen,Essen,Zur Alten Fähre,32,Nordrhein-Westfalen,6.935374,51.360374,1949,NA,FALSE,NA,Laufwasseranlage,NA
SEE960468805602,ABR925974012494,Wasser,"SEE969960549656, SEE960468805602, SEE984419170205",Kettwig Maschine 2,Volleinspeisung,1544,45219,Essen,Essen,Zur Alten Fähre,32,Nordrhein-Westfalen,6.935374,51.360374,1949,NA,FALSE,NA,Laufwasseranlage,NA
SEE984419170205,ABR925974012494,Wasser,"SEE969960549656, SEE960468805602, SEE984419170205",Kettwig Maschine 3,Volleinspeisung,1544,45219,Essen,Essen,Zur Alten Fähre,32,Nordrhein-Westfalen,6.935374,51.360374,1949,NA,FALSE,NA,Laufwasseranlage,NA
SEE931158678738,ABR925974012494,Wasser,"SEE931158678738, SEE996485724770, SEE996357195448, SEE961061178896",Koblenz Maschine 1,Volleinspeisung,4000,56073,Koblenz,Koblenz,Pastor-Klein-Straße,NA,Rheinland-Pfalz,7.581639,50.36601,1951,NA,FALSE,NA,Laufwasseranlage,NA
SEE996485724770,ABR925974012494,Wasser,"SEE931158678738, SEE996485724770, SEE996357195448, SEE961061178896",Koblenz Maschine 2,Volleinspeisung,4000,56073,Koblenz,Koblenz,Pastor-Klein-Straße,NA,Rheinland-Pfalz,7.581639,50.36601,1951,NA,FALSE,NA,Laufwasseranlage,NA
SEE996357195448,ABR925974012494,Wasser,"SEE931158678738, SEE996485724770, SEE996357195448, SEE961061178896",Koblenz Maschine 3,Volleinspeisung,4000,56073,Koblenz,Koblenz,Pastor-Klein-Straße,NA,Rheinland-Pfalz,7.581639,50.36601,1951,NA,FALSE,NA,Laufwasseranlage,NA
SEE961061178896,ABR925974012494,Wasser,"SEE931158678738, SEE996485724770, SEE996357195448, SEE961061178896",Koblenz Maschine 4,Volleinspeisung,4000,56073,Koblenz,Koblenz,Pastor-Klein-Straße,NA,Rheinland-Pfalz,7.581639,50.36601,1951,NA,FALSE,NA,Laufwasseranlage,NA
SEE986868067259,ABR925974012494,Wasser,SEE986868067259,Lisdorf Maschine 1,Volleinspeisung,1400,66740,Saarlouis,Saarlouis,An der Kappelnmühle,NA,Saarland,6.765019,49.295681,1987,NA,FALSE,NA,Laufwasseranlage,NA
SEE950135068416,ABR925974012494,Wasser,"SEE950135068416, SEE964590313721",Mettlach Maschine 1,Volleinspeisung,3250,66693,Merzig-Wadern,Mettlach,Oktavienstraße,26,Saarland,6.582261,49.491556,1984,NA,FALSE,NA,Laufwasseranlage,NA
SEE964590313721,ABR925974012494,Wasser,"SEE950135068416, SEE964590313721",Mettlach Maschine 2,Volleinspeisung,3250,66693,Merzig-Wadern,Mettlach,Oktavienstraße,26,Saarland,6.582261,49.491556,1984,NA,FALSE,NA,Laufwasseranlage,NA
SEE969618944758,ABR925974012494,Wasser,"SEE969618944758, SEE931088083121, SEE941420464426, SEE961196425506",Zeltingen Maschine 1,Volleinspeisung,3400,54492,Bernkastel-Wittlich,Zeltingen-Rachtig,Uferallee,1,Rheinland-Pfalz,7.022275,49.951866,1964,NA,FALSE,NA,Laufwasseranlage,NA
SEE931088083121,ABR925974012494,Wasser,"SEE969618944758, SEE931088083121, SEE941420464426, SEE961196425506",Zeltingen Maschine 2,Volleinspeisung,3400,54492,Bernkastel-Wittlich,Zeltingen-Rachtig,Uferallee,1,Rheinland-Pfalz,7.022275,49.951866,1964,NA,FALSE,NA,Laufwasseranlage,NA
SEE941420464426,ABR925974012494,Wasser,"SEE969618944758, SEE931088083121, SEE941420464426, SEE961196425506",Zeltingen Maschine 3,Volleinspeisung,3400,54492,Bernkastel-Wittlich,Zeltingen-Rachtig,Uferallee,1,Rheinland-Pfalz,7.022275,49.951866,1964,NA,FALSE,NA,Laufwasseranlage,NA
SEE961196425506,ABR925974012494,Wasser,"SEE969618944758, SEE931088083121, SEE941420464426, SEE961196425506",Zeltingen Maschine 4,Volleinspeisung,3400,54492,Bernkastel-Wittlich,Zeltingen-Rachtig,Uferallee,1,Rheinland-Pfalz,7.022275,49.951866,1964,NA,FALSE,NA,Laufwasseranlage,NA
SEE914513090444,ABR925974012494,Wasser,"SEE914513090444, SEE922911017253, SEE923624580645, SEE934654061066",Wintrich Maschine 1,Volleinspeisung,5000,54487,Bernkastel-Wittlich,Wintrich,Am Stauwehr,6,Rheinland-Pfalz,6.94986,49.880512,1965,NA,FALSE,NA,Laufwasseranlage,NA
SEE922911017253,ABR925974012494,Wasser,"SEE914513090444, SEE922911017253, SEE923624580645, SEE934654061066",Wintrich Maschine 2,Volleinspeisung,5000,54487,Bernkastel-Wittlich,Wintrich,Am Stauwehr,6,Rheinland-Pfalz,6.94986,49.880512,1965,NA,FALSE,NA,Laufwasseranlage,NA
SEE923624580645,ABR925974012494,Wasser,"SEE914513090444, SEE922911017253, SEE923624580645, SEE934654061066",Wintrich Maschine 3,Volleinspeisung,5000,54487,Bernkastel-Wittlich,Wintrich,Am Stauwehr,6,Rheinland-Pfalz,6.94986,49.880512,1965,NA,FALSE,NA,Laufwasseranlage,NA
SEE934654061066,ABR925974012494,Wasser,"SEE914513090444, SEE922911017253, SEE923624580645, SEE934654061066",Wintrich Maschine 4,Volleinspeisung,5000,54487,Bernkastel-Wittlich,Wintrich,Am Stauwehr,6,Rheinland-Pfalz,6.94986,49.880512,1965,NA,FALSE,NA,Laufwasseranlage,NA
SEE950624794208,ABR925974012494,Wasser,"SEE950624794208, SEE967019106539, SEE941176001043, SEE936922240418",Lehmen Maschine 1,Volleinspeisung,5000,56332,Mayen-Koblenz,Niederfell,An der B49,NA,Rheinland-Pfalz,7.460082,50.274805,1962,NA,FALSE,NA,Laufwasseranlage,NA
SEE967019106539,ABR925974012494,Wasser,"SEE950624794208, SEE967019106539, SEE941176001043, SEE936922240418",Lehmen Maschine 2,Volleinspeisung,5000,56332,Mayen-Koblenz,Niederfell,An der B49,NA,Rheinland-Pfalz,7.460082,50.274805,1962,NA,FALSE,NA,Laufwasseranlage,NA
SEE941176001043,ABR925974012494,Wasser,"SEE950624794208, SEE967019106539, SEE941176001043, SEE936922240418",Lehmen Maschiene 3,Volleinspeisung,5000,56332,Mayen-Koblenz,Niederfell,An der B49,NA,Rheinland-Pfalz,7.460082,50.274805,1962,NA,FALSE,NA,Laufwasseranlage,NA
SEE936922240418,ABR925974012494,Wasser,"SEE950624794208, SEE967019106539, SEE941176001043, SEE936922240418",Lehmen Maschine 4,Volleinspeisung,5000,56332,Mayen-Koblenz,Niederfell,An der B49,NA,Rheinland-Pfalz,7.460082,50.274805,1962,NA,FALSE,NA,Laufwasseranlage,NA
SEE940474876544,ABR925974012494,Wasser,"SEE940474876544, SEE992559962321, SEE918483749111, SEE931478434564",Müden Maschine 1,Volleinspeisung,4100,56254,Cochem-Zell,Müden,An der B416,NA,Rheinland-Pfalz,7.332838,50.184978,1965,NA,FALSE,NA,Laufwasseranlage,NA
SEE992559962321,ABR925974012494,Wasser,"SEE940474876544, SEE992559962321, SEE918483749111, SEE931478434564",Müden Maschine 2,Volleinspeisung,4100,56254,Cochem-Zell,Müden,An der B416,NA,Rheinland-Pfalz,7.332838,50.184978,1965,NA,FALSE,NA,Laufwasseranlage,NA
SEE918483749111,ABR925974012494,Wasser,"SEE940474876544, SEE992559962321, SEE918483749111, SEE931478434564",Müden Maschine 3,Volleinspeisung,4100,56254,Cochem-Zell,Müden,An der B416,NA,Rheinland-Pfalz,7.332838,50.184978,1965,NA,FALSE,NA,Laufwasseranlage,NA
SEE931478434564,ABR925974012494,Wasser,"SEE940474876544, SEE992559962321, SEE918483749111, SEE931478434564",Müden Maschine 4,Volleinspeisung,4100,56254,Cochem-Zell,Müden,An der B416,NA,Rheinland-Pfalz,7.332838,50.184978,1965,NA,FALSE,NA,Laufwasseranlage,NA
SEE966970929270,ABR925974012494,Wasser,"SEE966970929270, SEE997982071411, SEE944886199833, SEE985446296883",Neef Maschine 1,Volleinspeisung,4100,56858,Cochem-Zell,Neef,Moseluferstraße,NA,Rheinland-Pfalz,7.136049,50.087306,1966,NA,FALSE,NA,Laufwasseranlage,NA
SEE997982071411,ABR925974012494,Wasser,"SEE966970929270, SEE997982071411, SEE944886199833, SEE985446296883",Neef Maschine 2,Volleinspeisung,4100,56858,Cochem-Zell,Neef,Moseluferstraße,NA,Rheinland-Pfalz,7.136049,50.087306,1966,NA,FALSE,NA,Laufwasseranlage,NA
SEE944886199833,ABR925974012494,Wasser,"SEE966970929270, SEE997982071411, SEE944886199833, SEE985446296883",Neef Maschine 3,Volleinspeisung,4100,56858,Cochem-Zell,Neef,Moseluferstraße,NA,Rheinland-Pfalz,7.136049,50.087306,1966,NA,FALSE,NA,Laufwasseranlage,NA
SEE985446296883,ABR925974012494,Wasser,"SEE966970929270, SEE997982071411, SEE944886199833, SEE985446296883",Neef Maschine 4,Volleinspeisung,4100,56858,Cochem-Zell,Neef,Moseluferstraße,NA,Rheinland-Pfalz,7.136049,50.087306,1966,NA,FALSE,NA,Laufwasseranlage,NA
SEE973130941546,ABR925974012494,Wasser,"SEE973130941546, SEE957410090674",Rehlingen Maschine 1,Volleinspeisung,2250,66701,Merzig-Wadern,Beckingen,An der Staustufe,NA,Saarland,6.699235,49.373781,1982,NA,FALSE,NA,Laufwasseranlage,NA
SEE957410090674,ABR925974012494,Wasser,"SEE973130941546, SEE957410090674",Rehlingen Maschine 2,Volleinspeisung,2250,66701,Merzig-Wadern,Beckingen,An der Staustufe,NA,Saarland,6.699235,49.373781,1982,NA,FALSE,NA,Laufwasseranlage,NA
SEE965922127559,ABR925974012494,Wasser,"SEE965922127559, SEE941619779157, SEE977519384276, SEE909057995010",Trier Maschine 1,Volleinspeisung,4700,54294,Trier,Trier,An der B51,NA,Rheinland-Pfalz,6.624563,49.727954,1962,NA,FALSE,NA,Laufwasseranlage,NA
SEE941619779157,ABR925974012494,Wasser,"SEE965922127559, SEE941619779157, SEE977519384276, SEE909057995010",Trier Maschine 2,Volleinspeisung,4700,54294,Trier,Trier,An der B51,NA,Rheinland-Pfalz,6.624563,49.727954,1962,NA,FALSE,NA,Laufwasseranlage,NA
SEE977519384276,ABR925974012494,Wasser,"SEE965922127559, SEE941619779157, SEE977519384276, SEE909057995010",Trier Maschiene 3,Volleinspeisung,4700,54294,Trier,Trier,An der B51,NA,Rheinland-Pfalz,6.624563,49.727954,1962,NA,FALSE,NA,Laufwasseranlage,NA
SEE909057995010,ABR925974012494,Wasser,"SEE965922127559, SEE941619779157, SEE977519384276, SEE909057995010",Trier Maschine 4,Volleinspeisung,4700,54294,Trier,Trier,An der B51,NA,Rheinland-Pfalz,6.624563,49.727954,1962,NA,FALSE,NA,Laufwasseranlage,NA
SEE965607171433,ABR925974012494,Wasser,SEE965607171433,Saarbrücken Maschine 1,Volleinspeisung,2200,66115,Regionalverband Saarbrücken,Saarbrücken,An der Staustufe,NA,Saarland,6.929466,49.240277,1999,NA,FALSE,NA,Laufwasseranlage,NA
SEE911476679648,ABR925974012494,Wasser,"SEE911476679648, SEE918573116014",Serrig Maschine 1,Volleinspeisung,6050,54441,Trier-Saarburg,Taben-Rodt,An der Staustufe,44,Rheinland-Pfalz,6.59306,49.56614,1985,NA,FALSE,NA,Laufwasseranlage,NA
SEE918573116014,ABR925974012494,Wasser,"SEE911476679648, SEE918573116014",Serrig Maschine 2,Volleinspeisung,6050,54441,Trier-Saarburg,Taben-Rodt,An der Staustufe,44,Rheinland-Pfalz,6.59306,49.56614,1985,NA,FALSE,NA,Laufwasseranlage,NA
SEE997586162263,ABR915068942295,Wasser,"SEE997586162263, SEE917250397289, SEE977812651266, SEE968905495126",RKI Iffezheim M1,Teileinspeisung (einschließlich Eigenverbrauch),27000,76473,Rastatt,Iffezheim,An der Staustufe,27,Baden-Württemberg,8.110667,48.832775,1978,NA,FALSE,Rheinkraftwerk Iffezheim,Laufwasseranlage,NA
SEE917250397289,ABR915068942295,Wasser,"SEE997586162263, SEE917250397289, SEE977812651266, SEE968905495126",RKI Iffezheim M2,Teileinspeisung (einschließlich Eigenverbrauch),27000,76473,Rastatt,Iffezheim,An der Staustufe,27,Baden-Württemberg,8.110667,48.832775,1978,NA,FALSE,Rheinkraftwerk Iffezheim,Laufwasseranlage,NA
SEE977812651266,ABR915068942295,Wasser,"SEE997586162263, SEE917250397289, SEE977812651266, SEE968905495126",RKI Iffezheim M3,Teileinspeisung (einschließlich Eigenverbrauch),27000,76473,Rastatt,Iffezheim,An der Staustufe,27,Baden-Württemberg,8.110667,48.832775,1978,NA,FALSE,Rheinkraftwerk Iffezheim,Laufwasseranlage,NA
SEE944282768275,ABR912255793326,Wasser,SEE944282768275,Wasserkraftwerk Affoldern,Volleinspeisung,3200,34549,Waldeck-Frankenberg,Edertal,Am Mühlengraben,NA,Hessen,9.083188,51.164119,1929,NA,FALSE,NA,Laufwasseranlage,NA
SEE968905495126,ABR915068942295,Wasser,"SEE997586162263, SEE917250397289, SEE977812651266, SEE968905495126",RKI Iffezheim M4,Teileinspeisung (einschließlich Eigenverbrauch),27000,76473,Rastatt,Iffezheim,An der Staustufe,27,Baden-Württemberg,8.110667,48.832775,1978,NA,FALSE,Rheinkraftwerk Iffezheim,Laufwasseranlage,NA
SEE946412220059,ABR915068942295,Wasser,SEE946412220059,RKI Iffezheim M5,Teileinspeisung (einschließlich Eigenverbrauch),38850,76473,Rastatt,Iffezheim,An der Staustufe,27,Baden-Württemberg,8.110667,48.832775,2013,NA,FALSE,Rheinkraftwerk Iffezheim,Laufwasseranlage,NA
SEE980274382876,ABR915068942295,Wasser,SEE980274382876,RKI Iffezheim M6 Fischpass,Teileinspeisung (einschließlich Eigenverbrauch),1050,76473,Rastatt,Iffezheim,An der Staustufe,27,Baden-Württemberg,8.11023,48.83309,2001,NA,FALSE,NA,Laufwasseranlage,NA
SEE959257013229,ABR931456877406,Wasser,SEE959257013229,RKI Kehl M1,Teileinspeisung (einschließlich Eigenverbrauch),1360,77694,Ortenaukreis,Kehl,Kulturwehrstraße,2,Baden-Württemberg,7.80723,48.54637,2009,NA,FALSE,NA,Laufwasseranlage,NA
SEE911717955975,ABR999430332785,Wasser,"SEE911717955975, SEE912312351919",WKW Horkheim M1,Teileinspeisung (einschließlich Eigenverbrauch),2150,74081,Heilbronn,Heilbronn,Schleusenstraße,37,Baden-Württemberg,9.19514,49.12454,1929,NA,FALSE,NA,Laufwasseranlage,NA
SEE912312351919,ABR999430332785,Wasser,"SEE911717955975, SEE912312351919",WKW Horkheim M2,Teileinspeisung (einschließlich Eigenverbrauch),2150,74081,Heilbronn,Heilbronn,Schleusenstraße,37,Baden-Württemberg,9.16595,49.11794,1929,NA,FALSE,NA,Laufwasseranlage,NA
SEE954055722441,ABR907506418141,Wasser,SEE954055722441,TW Regensburg (Ro) K1,Volleinspeisung,2300,93049,Regensburg,Regensburg,Winzerweg,6,Bayern,12.0778,49.0284,1990,NA,FALSE,NA,Laufwasseranlage,NA
SEE980236751542,ABR912255793326,Wasser,SEE980236751542,Wasserkraftwerk Drakenburg,Volleinspeisung,5633,31623,Nienburg (Weser),Drakenburg,Balger Straße,1,Niedersachsen,9.210493,52.689892,1956,NA,FALSE,NA,Laufwasseranlage,NA
SEE948068633795,ABR912255793326,Wasser,SEE948068633795,Wasserkraftwerk Dörverden,Volleinspeisung,5000,27313,Verden,Dörverden,Sympherallee,56,Niedersachsen,9.212374,52.852579,1914,NA,FALSE,NA,Laufwasseranlage,NA
SEE994615652641,ABR912255793326,Wasser,SEE994615652641,Wasserkraftwerk Langwedel,Volleinspeisung,6468,27337,Verden,Blender,Am Wehr,1,Niedersachsen,9.152923,52.963663,1958,NA,FALSE,NA,Laufwasseranlage,NA
SEE918960474468,ABR977231640704,Wasser,"SEE918960474468, SEE964833150069, SEE905381729390",SKWE T1,Volleinspeisung,1400,83404,Berchtesgadener Land,Ainring,Saalachau,4,Bayern,12.953783,47.793492,1987,NA,FALSE,NA,Laufwasseranlage,NA
SEE964833150069,ABR977231640704,Wasser,"SEE918960474468, SEE964833150069, SEE905381729390",SKWE T2,Volleinspeisung,1400,83404,Berchtesgadener Land,Ainring,Saalachau,4,Bayern,12.953783,47.793492,1987,NA,FALSE,NA,Laufwasseranlage,NA
SEE964628336104,ABR915078705217,Wasser,SEE964628336104,Wasserkraft Lister,Volleinspeisung,2040,57439,Olpe,Attendorn,Listertalstraße,2,Nordrhein-Westfalen,7.852993,51.097067,1965,NA,FALSE,NA,Wasserkraftanlage in Brauchwassersystem,NA
SEE925688545622,ABR912255793326,Wasser,SEE925688545622,Wasserkraftwerk Werrawerk,Volleinspeisung,2600,34346,Göttingen,Hann. Münden,Letzter Heller,8,Niedersachsen,9.710029,51.408727,1924,NA,FALSE,NA,Laufwasseranlage,NA
SEE951159196086,ABR999430332785,Wasser,SEE951159196086,WKW Lauffen,NA,2500,74348,Heilbronn,Lauffen,Neckarstraße,51 1,Baden-Württemberg,9.160057,49.072172,1942,NA,FALSE,NA,Laufwasseranlage,NA
SEE952350247010,ABR912255793326,Wasser,SEE952350247010,Laufwasserkraftwerk Wahnhausen,Volleinspeisung,4000,34346,Göttingen,Hann. Münden,Letzter Heller,8,Niedersachsen,9.710029,51.408727,1980,NA,FALSE,NA,Laufwasseranlage,NA
SEE978319002940,ABR912255793326,Wasser,SEE978319002940,Laufwasserkraftwerk Schlüsselburg,Volleinspeisung,5633,27337,Verden,Blender,Am Wehr,1,Niedersachsen,9.082528,52.482184,1958,NA,FALSE,NA,Laufwasseranlage,NA
SEE977976723557,ABR912255793326,Wasser,SEE977976723557,Laufwasserkraftwerk Landesbergen,Volleinspeisung,4500,27313,Verden,Dörverden,Sympherallee,56 y,Niedersachsen,9.111688,52.575945,1991,NA,FALSE,NA,Laufwasseranlage,NA
SEE908414233055,ABR995637607350,Wasser,SEE908414233055,KW-Feudenheim_MA0005,Teileinspeisung (einschließlich Eigenverbrauch),1300,68259,Mannheim,Mannheim,Lauffener Straße,74,Baden-Württemberg,8.534695,49.478025,2011,NA,FALSE,NA,Laufwasseranlage,NA
SEE959082252213,ABR912255793326,Wasser,"SEE959082252213, SEE909712947040, SEE936572436667",Laufwasserkraftwerk Petershagen - Einheit 1,Volleinspeisung,1120,32469,Minden-Lübbecke,Petershagen,Am Wehr,NA,Nordrhein-Westfalen,8.980619,52.367579,1953,NA,FALSE,NA,Laufwasseranlage,NA
SEE903194846822,ABR989687554566,Wasser,"SEE903194846822, SEE956832567474",WU KH01 E221 01 G01,Teileinspeisung (einschließlich Eigenverbrauch),1250,42477,Oberbergischer Kreis,Radevormwald,Rader Straße,1,Nordrhein-Westfalen,7.300657,51.199395,1988,NA,FALSE,NA,Laufwasseranlage,NA
SEE993873124600,ABR995637607350,Wasser,SEE993873124600,KW-Feudenheim_MA0004,Teileinspeisung (einschließlich Eigenverbrauch),5000,68259,Mannheim,Mannheim,Lauffener Straße,74,Baden-Württemberg,8.534695,49.478025,1927,NA,FALSE,NA,Laufwasseranlage,NA
SEE900600559253,ABR937637196106,Wasser,SEE900600559253,RADAG Wehrkraftwerk,Volleinspeisung,28450,79804,Waldshut,Dogern,Zollstraße,NA,Baden-Württemberg,8.171721,47.597978,2009,NA,FALSE,Rheinkraftwerk Albbruck-Dogern (RADAG),Laufwasseranlage,NA
SEE907686447658,ABR935436324768,Wasser,SEE907686447658,Sperrenkraftwerk Wehr,Volleinspeisung,1200,79664,Waldshut,Wehr,Todtmooser Straße,150,Baden-Württemberg,7.925798,47.652259,2001,NA,FALSE,NA,Laufwasseranlage,NA
SEE901752522324,ABR915068942295,Wasser,SEE901752522324,Rheinhafen-Dampfkraftwerk RDK 8 Wasserturbine,Teileinspeisung (einschließlich Eigenverbrauch),1800,76189,Karlsruhe,Karlsruhe,Fettweisstraße,42,Baden-Württemberg,8.30523,49.01346,2014,NA,FALSE,NA,Abwasserkraftanlage,NA
SEE955978509164,ABR988666610835,Wasser,"SEE955978509164, SEE937356687909, SEE990364668339",SKW Hohenwarte 1 Maschine C,Volleinspeisung,4000,07338,Saalfeld-Rudolstadt,Hohenwarte,Ortsstraße,NA,Thüringen,11.49,50.61,1941,NA,FALSE,NA,Speicherwasseranlage,NA
