nr_MASTR,nr_betreiber,energie_type,verknuepfte_einheiten,name,einspeisung,leistung_brutto,plz,landkreis,ort,strasse,hausnummer,bundesland,laenge,breite,jahr_inbetriebnahme,jahr_stillgelegt,stillgelegt,energietraeger,name_KW,nr_KW
SEE968091522767,ABR988666610835,Stromspeichereinheit,NA,PSW Hohenwarte 2 PSS A,Volleinspeisung,40000,07338,Saalfeld-Rudolstadt,Hohenwarte,Preßwitzer Straße,25,Thüringen,11.47,50.6,1965,NA,FALSE,Pumpspeicher,NA,NA
SEE902382668932,ABR988666610835,Stromspeichereinheit,NA,PSW Hohenwarte 2 PSS B,Volleinspeisung,40000,07338,Saalfeld-Rudolstadt,Hohenwarte,Preßwitzer Straße,25,Thüringen,11.47,50.6,1965,NA,FALSE,Pumpspeicher,NA,NA
SEE918037222657,ABR988666610835,Stromspeichereinheit,NA,PSW Hohenwarte 2 PSS C,Volleinspeisung,40000,07338,Saalfeld-Rudolstadt,Hohenwarte,Preßwitzer Straße,25,Thüringen,11.47,50.6,1965,NA,FALSE,Pumpspeicher,NA,NA
SEE961899492454,ABR988666610835,Stromspeichereinheit,NA,PSW Hohenwarte 2 PSS D,Volleinspeisung,40000,07338,Saalfeld-Rudolstadt,Hohenwarte,Preßwitzer Straße,25,Thüringen,11.47,50.6,1966,NA,FALSE,Pumpspeicher,NA,NA
SEE933303289677,ABR988666610835,Stromspeichereinheit,NA,PSW Wendefurth PSS A,Volleinspeisung,40000,06502,Harz,Thale,Hangstraße,2,Sachsen-Anhalt,10.907288,51.739106,1967,NA,FALSE,Pumpspeicher,NA,NA
SEE933745405604,ABR988666610835,Stromspeichereinheit,NA,PSW Hohenwarte 2 PSS E,Volleinspeisung,40000,07338,Saalfeld-Rudolstadt,Hohenwarte,Preßwitzer Straße,25,Thüringen,11.47,50.6,1965,NA,FALSE,Pumpspeicher,NA,NA
SEE992738364885,ABR988666610835,Stromspeichereinheit,NA,PSW Hohenwarte 2 PSS F,Volleinspeisung,40000,07338,Saalfeld-Rudolstadt,Hohenwarte,Preßwitzer Straße,25,Thüringen,11.47,50.6,1966,NA,FALSE,Pumpspeicher,NA,NA
SEE987143958569,ABR988666610835,Stromspeichereinheit,NA,PSW Hohenwarte 2 PSS G,Volleinspeisung,40000,07338,Saalfeld-Rudolstadt,Hohenwarte,Preßwitzer Straße,25,Thüringen,11.47,50.6,1966,NA,FALSE,Pumpspeicher,NA,NA
SEE900610669775,ABR988666610835,Stromspeichereinheit,NA,PSW Hohenwarte 2 PSS H,Volleinspeisung,40000,07338,Saalfeld-Rudolstadt,Hohenwarte,Preßwitzer Straße,25,Thüringen,11.47,50.6,1966,NA,FALSE,Pumpspeicher,NA,NA
SEE933174373390,NA,Stromspeichereinheit,NA,PSW Hohenwarte 1 PSS A,Volleinspeisung,30000,07338,Saalfeld-Rudolstadt,Hohenwarte,Ortsstraße,NA,Thüringen,11.49,50.61,1959,2024,TRUE,Pumpspeicher,NA,NA
SEE923433960119,ABR916198639970,Stromspeichereinheit,NA,Batteriespeicher Dresden - Reick,Volleinspeisung,2000,01277,Dresden,Dresden,Liebstädter Straße,1,Sachsen,13.785576,51.025495,2015,NA,FALSE,Batterie,NA,NA
SEE946228045150,ABR935436496069,Stromspeichereinheit,NA,Groß-Batteriespeicher Schwerin-Lankow,Volleinspeisung,8000,19057,Schwerin,Schwerin,Neumühler Weg,8,Mecklenburg-Vorpommern,11.369569,53.646095,2014,NA,FALSE,Batterie,NA,NA
SEE919076066929,ABR914764874992,Stromspeichereinheit,NA,Happurg F1,Volleinspeisung,40000,91230,Nürnberger Land,Happurg,Hauptstraße,26,Bayern,11.4733,49.4875,1958,NA,FALSE,Pumpspeicher,NA,NA
SEE987452387340,ABR914764874992,Stromspeichereinheit,NA,Happurg F2,Volleinspeisung,40000,91230,Nürnberger Land,Happurg,Hauptstraße,26,Bayern,11.4733,49.4875,1958,NA,FALSE,Pumpspeicher,NA,NA
SEE976266175403,ABR914764874992,Stromspeichereinheit,NA,Happurg F3,Volleinspeisung,40000,91230,Nürnberger Land,Happurg,Hauptstraße,26,Bayern,11.4733,49.4875,1958,NA,FALSE,Pumpspeicher,NA,NA
SEE909145211435,ABR977696905356,Stromspeichereinheit,SEE909145211435,E-Speicher 2,NA,1064,40724,Mettmann,Hilden,Nordpark,2-4,Nordrhein-Westfalen,6.936556,51.191917,2020,NA,FALSE,Batterie,NA,NA
SEE999790559914,ABR985310436612,Stromspeichereinheit,NA,BESS Jardelund,Volleinspeisung,48000,24994,Schleswig-Flensburg,Jardelund,Grenzstraße,3 A,Schleswig-Holstein,9.194541,54.850889,2018,NA,FALSE,Batterie,NA,NA
SEE974689428038,ABR966817884847,Stromspeichereinheit,NA,GBD Batterien,Volleinspeisung,1400,07548,Gera,Gera,Leibnizstraße,86,Thüringen,12.069422,50.894888,2016,NA,FALSE,Batterie,NA,NA
SEE997470241692,ABR912255793326,Stromspeichereinheit,NA,Batterie Dörverden,Volleinspeisung,5000,27313,Verden,Dörverden,Sympherallee,56,Niedersachsen,9.212374,52.852579,2016,NA,FALSE,Batterie,NA,NA
SEE945148512650,ABR988666610835,Stromspeichereinheit,NA,PSW Goldisthal PSS A,Volleinspeisung,265000,98746,Sonneberg,Goldisthal,Am Rotseifenbach,NA,Thüringen,11.01,50.51,2004,NA,FALSE,Pumpspeicher,NA,NA
SEE974189836364,ABR988666610835,Stromspeichereinheit,NA,PSW Goldisthal PSS B,Volleinspeisung,265000,98746,Sonneberg,Goldisthal,Am Rotseifenbach,NA,Thüringen,11.01,50.51,2003,NA,FALSE,Pumpspeicher,NA,NA
SEE943653719359,ABR988666610835,Stromspeichereinheit,NA,PSW Goldisthal PSS C,Volleinspeisung,265000,98746,Sonneberg,Goldisthal,Am Rotseifenbach,NA,Thüringen,11.01,50.51,2003,NA,FALSE,Pumpspeicher,NA,NA
SEE901345486644,ABR988666610835,Stromspeichereinheit,NA,PSW Goldisthal PSS D,Volleinspeisung,265000,98746,Sonneberg,Goldisthal,Am Rotseifenbach,NA,Thüringen,11.01,50.51,2004,NA,FALSE,Pumpspeicher,NA,NA
SEE939026884250,ABR988666610835,Stromspeichereinheit,NA,PSW Markersbach PSS A,Volleinspeisung,175000,08352,Erzgebirgskreis,Raschau-Markersbach,Oberbeckenstraße,8,Sachsen,12.88,50.52,1979,NA,FALSE,Pumpspeicher,NA,NA
SEE952165584195,ABR988666610835,Stromspeichereinheit,NA,PSW Markersbach PSS B,Volleinspeisung,175000,08352,Erzgebirgskreis,Raschau-Markersbach,Oberbeckenstraße,8,Sachsen,12.88,50.52,1980,NA,FALSE,Pumpspeicher,NA,NA
SEE910324388312,ABR992411297332,Stromspeichereinheit,NA,Batteriespeicher Chemnitz GmbH ＆ Co. KG,Volleinspeisung,15800,09114,Chemnitz,Chemnitz,Dammweg,15,Sachsen,12.917631,50.856837,2017,NA,FALSE,Batterie,NA,NA
SEE940802366570,ABR988666610835,Stromspeichereinheit,NA,PSW Markersbach PSS C,Volleinspeisung,175000,08352,Erzgebirgskreis,Raschau-Markersbach,Oberbeckenstraße,8,Sachsen,12.88,50.52,1980,NA,FALSE,Pumpspeicher,NA,NA
SEE904052511746,ABR988666610835,Stromspeichereinheit,NA,PSW Markersbach PSS D,Volleinspeisung,175000,08352,Erzgebirgskreis,Raschau-Markersbach,Oberbeckenstraße,8,Sachsen,12.88,50.52,1981,NA,FALSE,Pumpspeicher,NA,NA
SEE911219414864,ABR988666610835,Stromspeichereinheit,NA,PSW Markersbach PSS E,Volleinspeisung,175000,08352,Erzgebirgskreis,Raschau-Markersbach,Oberbeckenstraße,8,Sachsen,12.88,50.52,1981,NA,FALSE,Pumpspeicher,NA,NA
SEE983006552202,ABR988666610835,Stromspeichereinheit,NA,PSW Markersbach PSS F,Volleinspeisung,175000,08352,Erzgebirgskreis,Raschau-Markersbach,Oberbeckenstraße,8,Sachsen,12.88,50.52,1980,NA,FALSE,Pumpspeicher,NA,NA
SEE994506958166,NA,Stromspeichereinheit,NA,PSW Hohenwarte 1 PSS B,Volleinspeisung,30000,07338,Saalfeld-Rudolstadt,Hohenwarte,Ortsstraße,NA,Thüringen,11.49,50.61,1959,2024,TRUE,Pumpspeicher,NA,NA
SEE927738616955,ABR988666610835,Stromspeichereinheit,NA,PSW Bleiloch PSS A,Volleinspeisung,40000,07907,Saale-Orla-Kreis,Schleiz,An der Sperrmauer,NA,Thüringen,11.72,50.53,1932,NA,FALSE,Pumpspeicher,NA,NA
SEE992590425045,ABR988666610835,Stromspeichereinheit,NA,PSW Bleiloch PSS B,Volleinspeisung,40000,07907,Saale-Orla-Kreis,Schleiz,An der Sperrmauer,NA,Thüringen,11.72,50.53,1932,NA,FALSE,Pumpspeicher,NA,NA
SEE970535357835,ABR988666610835,Stromspeichereinheit,NA,PSW Wendefurth PSS B,Volleinspeisung,40000,06502,Harz,Thale,Hangstraße,2,Sachsen-Anhalt,10.907288,51.739106,1968,NA,FALSE,Pumpspeicher,NA,NA
SEE918067363207,ABR914764874992,Stromspeichereinheit,NA,Happurg F4,Volleinspeisung,40000,91230,Nürnberger Land,Happurg,Hauptstraße,26,Bayern,11.4733,49.4875,1958,NA,FALSE,Pumpspeicher,NA,NA
SEE933021962319,ABR914764874992,Stromspeichereinheit,NA,Waldeck 2 F1,Volleinspeisung,240000,34549,Waldeck-Frankenberg,Edertal,Kraftwerkstraße,10,Hessen,9.0462,51.1677,1974,NA,FALSE,Pumpspeicher,NA,NA
SEE996080766151,ABR914764874992,Stromspeichereinheit,NA,Waldeck 2 F2,Volleinspeisung,240000,34549,Waldeck-Frankenberg,Edertal,Kraftwerkstraße,10,Hessen,9.0462,51.1677,1974,NA,FALSE,Pumpspeicher,NA,NA
SEE991939746742,ABR938084769295,Stromspeichereinheit,NA,Langenprozelten E F1,Volleinspeisung,84200,97737,Main-Spessart,Gemünden,Am Sindersbach,25,Bayern,9.581174,50.05315,1976,NA,FALSE,Pumpspeicher,NA,NA
SEE937878572653,ABR938084769295,Stromspeichereinheit,NA,Langenprozelten E F2,Volleinspeisung,84200,97737,Main-Spessart,Gemünden,Am Sindersbach,25,Bayern,9.581174,50.05315,1976,NA,FALSE,Pumpspeicher,NA,NA
SEE998402334093,ABR989927274988,Stromspeichereinheit,NA,Batterie HKW Bi Hybrid,Teileinspeisung (einschließlich Eigenverbrauch),7500,33611,Bielefeld,Bielefeld,Schildescher Straße,16,Nordrhein-Westfalen,8.538534,52.033528,2020,NA,FALSE,Batterie,NA,NA
SEE906903701511,ABR999240312182,Stromspeichereinheit,NA,Hybridspeicher Werk Süd,Volleinspeisung,1500,59929,Hochsauerlandkreis,Brilon,Hegestraße,NA,Nordrhein-Westfalen,8.646649,51.378454,2017,NA,FALSE,Batterie,NA,NA
SEE947652720293,ABR917550078642,Stromspeichereinheit,NA,ESS_Tokai2_Elv,Volleinspeisung,2500,58791,Märkischer Kreis,Werdohl,Auf der Mark,1,Nordrhein-Westfalen,7.704284,51.27486,2021,NA,FALSE,Batterie,NA,NA
SEE930267705700,ABR915068942295,Stromspeichereinheit,NA,WKW Rudolf-Fettweis-Werk PSW Schwarzenbach M6,Teileinspeisung (einschließlich Eigenverbrauch),21700,76596,Rastatt,Forbach,Werkstraße,5,Baden-Württemberg,8.35345,48.66915,1926,NA,FALSE,Pumpspeicher,NA,NA
SEE957999997296,ABR943564721854,Stromspeichereinheit,NA,Speicherbatterie,Teileinspeisung (einschließlich Eigenverbrauch),1600,30419,Region Hannover,Hannover,Am Leineufer,51,Niedersachsen,9.633387,52.416815,2017,NA,FALSE,Batterie,NA,NA
SEE925333539921,ABR907042335667,Stromspeichereinheit,NA,Koepchenwerk Bl.,Volleinspeisung,165000,58313,Ennepe-Ruhr-Kreis,Herdecke,Im Schiffwinkel,43,Nordrhein-Westfalen,7.454357,51.411382,1989,NA,FALSE,Pumpspeicher,NA,NA
SEE965730885047,ABR907042335667,Stromspeichereinheit,NA,Vianden M1,Teileinspeisung (einschließlich Eigenverbrauch),100000,9463,NA,Stolzembourg,Rue de l'Energie,2,NA,6.12205,49.60893,1962,NA,FALSE,Pumpspeicher,NA,NA
SEE915170466979,ABR907042335667,Stromspeichereinheit,NA,Vianden M2,Teileinspeisung (einschließlich Eigenverbrauch),100000,9463,NA,Stolzembourg,Rue de l'Energie,2,NA,6.12205,49.60893,1962,NA,FALSE,Pumpspeicher,NA,NA
SEE962712912357,ABR907042335667,Stromspeichereinheit,NA,Vianden M3,Teileinspeisung (einschließlich Eigenverbrauch),100000,9463,NA,Stolzembourg,Rue de l'Energie,2,NA,6.12205,49.60893,1963,NA,FALSE,Pumpspeicher,NA,NA
SEE908227299279,ABR907042335667,Stromspeichereinheit,NA,Vianden M4,Teileinspeisung (einschließlich Eigenverbrauch),100000,9463,NA,Stolzembourg,Rue de l'Energie,2,NA,6.12205,49.60893,1963,NA,FALSE,Pumpspeicher,NA,NA
SEE903949785369,ABR907042335667,Stromspeichereinheit,NA,Vianden M5,Teileinspeisung (einschließlich Eigenverbrauch),100000,9463,NA,Stolzembourg,Rue de l'Energie,2,NA,6.12205,49.60893,1963,NA,FALSE,Pumpspeicher,NA,NA
SEE942100679987,ABR907042335667,Stromspeichereinheit,NA,Vianden M6,Teileinspeisung (einschließlich Eigenverbrauch),100000,9463,NA,Stolzembourg,Rue de l'Energie,2,NA,6.12205,49.60893,1964,NA,FALSE,Pumpspeicher,NA,NA
SEE947853008176,ABR907042335667,Stromspeichereinheit,NA,Vianden M7,Teileinspeisung (einschließlich Eigenverbrauch),100000,9463,NA,Stolzembourg,Rue de l'Energie,2,NA,6.12205,49.60893,1964,NA,FALSE,Pumpspeicher,NA,NA
SEE968458734758,ABR907042335667,Stromspeichereinheit,NA,Vianden M8,Teileinspeisung (einschließlich Eigenverbrauch),100000,9463,NA,Stolzembourg,Rue de l'Energie,2,NA,6.12205,49.60893,1963,NA,FALSE,Pumpspeicher,NA,NA
SEE929031511661,ABR907042335667,Stromspeichereinheit,NA,Vianden M9,Teileinspeisung (einschließlich Eigenverbrauch),100000,9463,NA,Stolzembourg,Rue de l'Energie,2,NA,6.12205,49.60893,1964,NA,FALSE,Pumpspeicher,NA,NA
SEE975561989005,ABR907042335667,Stromspeichereinheit,NA,Vianden M10,Teileinspeisung (einschließlich Eigenverbrauch),196000,9463,NA,Stolzembourg,Rue de l'Energie,2,NA,6.12205,49.60893,1975,NA,FALSE,Pumpspeicher,NA,NA
SEE932845933635,ABR907042335667,Stromspeichereinheit,NA,Vianden M11,Teileinspeisung (einschließlich Eigenverbrauch),198000,9463,NA,Stolzembourg,Rue de l'Energie,2,NA,6.12205,49.60893,2015,NA,FALSE,Pumpspeicher,NA,NA
SEE913265695471,ABR951406593484,Stromspeichereinheit,NA,Batteriespeicher,Teileinspeisung (einschließlich Eigenverbrauch),1890,48599,Borken,Gronau,Jöbkesweg,11,Nordrhein-Westfalen,7.055829,52.205643,2020,NA,FALSE,Batterie,NA,NA
SEE933095868289,ABR911461408246,Stromspeichereinheit,NA,Batteriespeicherkraftwerk,NA,15000,24582,Rendsburg-Eckernförde,Bordesholm,Bahnhofstraße,13,Schleswig-Holstein,10.04853,54.174171,2019,NA,FALSE,Batterie,NA,NA
SEE940779412058,ABR935436324768,Stromspeichereinheit,NA,KW Häusern MS A1,NA,30000,79837,Waldshut,Häusern,Schwarzabruck,2,Baden-Württemberg,8.187048,47.755234,1931,NA,FALSE,Pumpspeicher,NA,NA
SEE903926257506,ABR935436324768,Stromspeichereinheit,NA,KW Häusern MS A2,NA,30000,79837,Waldshut,Häusern,Schwarzabruck,2,Baden-Württemberg,8.187048,47.755234,1931,NA,FALSE,Pumpspeicher,NA,NA
SEE926786756569,ABR935436324768,Stromspeichereinheit,NA,KW Häusern MS B1,NA,30000,79837,Waldshut,Häusern,Schwarzabruck,2,Baden-Württemberg,8.187048,47.755234,1931,NA,FALSE,Pumpspeicher,NA,NA
SEE990811648037,ABR935436324768,Stromspeichereinheit,NA,KW Häusern MS B2,NA,30000,79837,Waldshut,Häusern,Schwarzabruck,2,Baden-Württemberg,8.187048,47.755234,1932,NA,FALSE,Pumpspeicher,NA,NA
SEE969304380679,ABR935436324768,Stromspeichereinheit,NA,KW Witznau MS A3,NA,55000,79777,Waldshut,Ühlingen-Birkendorf,Schwarzatalstraße,5,Baden-Württemberg,8.25186,47.687836,1946,NA,FALSE,Pumpspeicher,NA,NA
SEE961674911293,ABR935436324768,Stromspeichereinheit,NA,KW Witznau MS A4,NA,55000,79777,Waldshut,Ühlingen-Birkendorf,Schwarzatalstraße,5,Baden-Württemberg,8.25186,47.687836,1947,NA,FALSE,Pumpspeicher,NA,NA
SEE919035876514,ABR935436324768,Stromspeichereinheit,NA,KW Witznau MS B3,NA,55000,79777,Waldshut,Ühlingen-Birkendorf,Schwarzatalstraße,5,Baden-Württemberg,8.25186,47.687836,1950,NA,FALSE,Pumpspeicher,NA,NA
SEE971818871499,ABR935436324768,Stromspeichereinheit,NA,KW Witznau MS B4,NA,55000,79777,Waldshut,Ühlingen-Birkendorf,Schwarzatalstraße,5,Baden-Württemberg,8.25186,47.687836,1950,NA,FALSE,Pumpspeicher,NA,NA
SEE973234062512,ABR935436324768,Stromspeichereinheit,NA,KW Waldshut MS A5,NA,44000,79761,Waldshut,Waldshut-Tiengen,Kraftwerkstraße,13,Baden-Württemberg,8.193205,47.618006,1951,NA,FALSE,Pumpspeicher,NA,NA
SEE957253837467,ABR935436324768,Stromspeichereinheit,NA,KW Waldshut MS A6,NA,44000,79761,Waldshut,Waldshut-Tiengen,Kraftwerkstraße,13,Baden-Württemberg,8.193205,47.618006,1952,NA,FALSE,Pumpspeicher,NA,NA
SEE913198518410,ABR935436324768,Stromspeichereinheit,NA,KW Waldshut MS B5,NA,44000,79761,Waldshut,Waldshut-Tiengen,Kraftwerkstraße,13,Baden-Württemberg,8.193205,47.618006,1952,NA,FALSE,Pumpspeicher,NA,NA
SEE908495409905,ABR935436324768,Stromspeichereinheit,NA,KW Waldshut MS B6,NA,44000,79761,Waldshut,Waldshut-Tiengen,Kraftwerkstraße,13,Baden-Württemberg,8.193205,47.618006,1952,NA,FALSE,Pumpspeicher,NA,NA
SEE906636749798,ABR935436324768,Stromspeichereinheit,NA,KW Säckingen A7,NA,90000,79713,Waldshut,Bad Säckingen,Stollenweg,2,Baden-Württemberg,7.953006,47.565336,1966,NA,FALSE,Pumpspeicher,NA,NA
SEE945451865368,ABR935436324768,Stromspeichereinheit,NA,KW Säckingen A8,NA,90000,79713,Waldshut,Bad Säckingen,Stollenweg,2,Baden-Württemberg,7.953006,47.565336,1967,NA,FALSE,Pumpspeicher,NA,NA
SEE969767231167,ABR935436324768,Stromspeichereinheit,NA,KW Säckingen B7,NA,90000,79713,Waldshut,Bad Säckingen,Stollenweg,2,Baden-Württemberg,7.953006,47.565336,1967,NA,FALSE,Pumpspeicher,NA,NA
SEE930322142068,ABR935436324768,Stromspeichereinheit,NA,KW Säckingen B8,NA,90000,79713,Waldshut,Bad Säckingen,Stollenweg,2,Baden-Württemberg,7.953006,47.565336,1967,NA,FALSE,Pumpspeicher,NA,NA
SEE929967552172,ABR935436324768,Stromspeichereinheit,NA,KW Wehr MS A9,NA,227500,79664,Waldshut,Wehr,Todtmooser Straße,150,Baden-Württemberg,7.925798,47.652259,1975,NA,FALSE,Pumpspeicher,NA,NA
SEE931018364146,ABR935436324768,Stromspeichereinheit,NA,KW Wehr MS A10,NA,227500,79664,Waldshut,Wehr,Todtmooser Straße,150,Baden-Württemberg,7.925798,47.652259,1975,NA,FALSE,Pumpspeicher,NA,NA
SEE945727561772,ABR935436324768,Stromspeichereinheit,NA,KW Wehr MS B9,NA,227500,79664,Waldshut,Wehr,Todtmooser Straße,150,Baden-Württemberg,7.925798,47.652259,1976,NA,FALSE,Pumpspeicher,NA,NA
SEE954610139165,ABR935436324768,Stromspeichereinheit,NA,KW Wehr MS B10,NA,227500,79664,Waldshut,Wehr,Todtmooser Straße,150,Baden-Württemberg,7.925798,47.652259,1976,NA,FALSE,Pumpspeicher,NA,NA
SEE998292984538,ABR915068942295,Stromspeichereinheit,NA,illwerke vkw Kopswerk II M1,Volleinspeisung,175000,A-6793,NA,Gaschurn,Montafoner Strasse,NA,NA,10.04383,46.97749,2008,NA,FALSE,Pumpspeicher,NA,NA
SEE942841758538,ABR915068942295,Stromspeichereinheit,NA,illwerke vkw Kopswerk II M2,Volleinspeisung,175000,A-6793,NA,Gaschurn,Montafoner Strasse,NA,NA,10.04383,46.97749,2008,NA,FALSE,Pumpspeicher,NA,NA
SEE957189569340,ABR915068942295,Stromspeichereinheit,NA,illwerke vkw Kopswerk II M3,Volleinspeisung,175000,A-6793,NA,Gaschurn,Montafoner Strasse,NA,NA,10.04383,46.97749,2008,NA,FALSE,Pumpspeicher,NA,NA
SEE984246933080,ABR915068942295,Stromspeichereinheit,NA,illwerke vkw Lünerseewerk M1,Volleinspeisung,56000,A-6774,NA,Tschagguns,Latschaustrasse,NA,NA,9.87366,47.07376,1957,NA,FALSE,Pumpspeicher,NA,NA
SEE917379392493,ABR915068942295,Stromspeichereinheit,NA,illwerke vkw Lünerseewerk M2,Volleinspeisung,56000,A-6774,NA,Tschagguns,Latschaustrasse,NA,NA,9.87366,47.07376,1957,NA,FALSE,Pumpspeicher,NA,NA
SEE918046145015,ABR915068942295,Stromspeichereinheit,NA,illwerke vkw Lünerseewerk M3,Volleinspeisung,56000,A-6774,NA,Tschagguns,Latschaustrasse,NA,NA,9.87366,47.07376,1957,NA,FALSE,Pumpspeicher,NA,NA
SEE901022774309,ABR915068942295,Stromspeichereinheit,NA,illwerke vkw Lünerseewerk M4,Volleinspeisung,56000,A-6774,NA,Tschagguns,Latschaustrasse,NA,NA,9.87366,47.07376,1957,NA,FALSE,Pumpspeicher,NA,NA
SEE974634012046,ABR915068942295,Stromspeichereinheit,NA,illwerke vkw Lünerseewerk M5,Volleinspeisung,56000,A-6774,NA,Tschagguns,Latschaustrasse,NA,NA,9.87366,47.07376,1957,NA,FALSE,Pumpspeicher,NA,NA
SEE997585564112,ABR915068942295,Stromspeichereinheit,NA,illwerke vkw Rodundwerk II M1,Volleinspeisung,295000,A-6773,NA,Vandans,Anton-Ammann-Straße,13,NA,9.87458,47.0846,2011,NA,FALSE,Pumpspeicher,NA,NA
SEE940012750145,ABR915068942295,Stromspeichereinheit,NA,illwerke vkw Rellswerk M1,Volleinspeisung,12000,A-6773,NA,Vandans,Rellstalstrasse,NA,NA,9.8019,47.07685,2017,NA,FALSE,Pumpspeicher,NA,NA
SEE907120686209,ABR915068942295,Stromspeichereinheit,NA,illwerke vkw Rifawerk M1,Volleinspeisung,4000,A-6793,NA,Gaschurn,Außerbofa,NA,NA,10.04257,46.9748,1969,NA,FALSE,Pumpspeicher,NA,NA
SEE916524366044,ABR915068942295,Stromspeichereinheit,NA,illwerke vkw Rifawerk M2,Volleinspeisung,4000,A-6793,NA,Gaschurn,Außerbofa,NA,NA,10.04257,46.9748,1969,NA,FALSE,Pumpspeicher,NA,NA
SEE984394943115,ABR915068942295,Stromspeichereinheit,NA,illwerke vkw Rodundwerk I M2,Volleinspeisung,50000,A-6773,NA,Vandans,'Anton-Ammann-Straße,19,NA,9.8815,47.08514,1943,NA,FALSE,Pumpspeicher,NA,NA
SEE957063025665,ABR916185866136,Stromspeichereinheit,NA,Leinau Batteriespeicher,Volleinspeisung,7300,87666,Ostallgäu,Pforzen,Am Kraftwerk,1,Bayern,10.611841,47.912668,2021,NA,FALSE,Batterie,NA,NA
SEE930732971197,ABR966412572330,Stromspeichereinheit,NA,Speicher Test,Volleinspeisung,2500,90429,Nürnberg,Nürnberg,Fürther Straße,252,Bayern,11.027713,49.460469,2022,NA,FALSE,Batterie,NA,NA
SEE989733403879,ABR976760522116,Stromspeichereinheit,NA,KW Silz - Maschine 1,Volleinspeisung,250000,06424,NA,Silz,Dr. Meinrad Praxmarer Strasse,1,NA,10.967972,47.269072,1981,NA,FALSE,Pumpspeicher,NA,NA
SEE965029367872,ABR976760522116,Stromspeichereinheit,NA,KW Silz - Maschine 2,Volleinspeisung,250000,06424,NA,Silz,Dr. Meinrad Praxmarer Strasse,1,NA,10.967972,47.269072,1981,NA,FALSE,Pumpspeicher,NA,NA
SEE956127306573,ABR976760522116,Stromspeichereinheit,NA,KW Kühtai - Maschine 1,Volleinspeisung,144500,06183,NA,Kühtai,Kühtai,73,NA,11.005279,47.207436,1981,NA,FALSE,Pumpspeicher,NA,NA
SEE901980882672,ABR976760522116,Stromspeichereinheit,NA,KW Kühtai - Maschine 2,Volleinspeisung,144500,06183,NA,Kühtai,Kühtai,73,NA,11.005279,47.207436,1981,NA,FALSE,Pumpspeicher,NA,NA
SEE948856159582,ABR936072176544,Stromspeichereinheit,SEE948856159582,Solarpark Lärz-Rechlin (Speicher),Volleinspeisung,6860,17248,Mecklenburgische Seenplatte,Rechlin,NA,NA,Mecklenburg-Vorpommern,12.770728,53.308306,2023,NA,FALSE,Batterie,NA,NA
SEE929646974516,ABR992178161082,Stromspeichereinheit,SEE929646974516,"Theilheim, Speicher 1",Volleinspeisung,1475,97288,Würzburg,Theilheim,NA,NA,Bayern,10.057536,49.763056,2023,NA,FALSE,Batterie,NA,NA
SEE959638838588,ABR913995817099,Stromspeichereinheit,NA,Batteriespeicher,Teileinspeisung (einschließlich Eigenverbrauch),5800,86153,Augsburg,Augsburg,Sebastianstraße,31,Bayern,10.893675,48.381381,2021,NA,FALSE,Batterie,NA,NA
SEE948862206942,ABR996129212458,Stromspeichereinheit,SEE948862206942,Batteriespeicher Ammerland,Volleinspeisung,3200,26215,Ammerland,Wiefelstede,NA,NA,Niedersachsen,8.155154,53.180563,2023,NA,FALSE,Batterie,NA,NA
SEE971850267908,ABR958663820780,Stromspeichereinheit,SEE971850267908,Speicher Letschin 04/21,Volleinspeisung,4550,15324,Märkisch-Oderland,Letschin,NA,NA,Brandenburg,14.325782,52.644269,2023,NA,FALSE,Batterie,NA,NA
SEE943803920109,ABR987233398169,Stromspeichereinheit,SEE943803920109,Speicher Göhlsdorf 04/21,Volleinspeisung,4900,14797,Potsdam-Mittelmark,Kloster Lehnin,NA,NA,Brandenburg,12.813759,52.351617,2023,NA,FALSE,Batterie,NA,NA
SEE910282718817,ABR924305059061,Stromspeichereinheit,SEE910282718817,Speicher Gammertingen 04/21,Volleinspeisung,5250,72501,Reutlingen,Gammertingen,NA,NA,Baden-Württemberg,9.334422,48.249159,2024,NA,FALSE,Batterie,NA,NA
SEE948786499895,ABR966724179302,Stromspeichereinheit,SEE948786499895,Speicher Schnaittenbach II,Volleinspeisung,2400,92253,Amberg-Sulzbach,Schnaittenbach,Rohrweiherweg,bei 13,Bayern,12.023166,49.544,2023,NA,FALSE,Batterie,NA,NA
SEE991022436932,ABR993102390042,Stromspeichereinheit,NA,PV Speicher,NA,2507.9,94563,Deggendorf,Otzing,NA,NA,Bayern,12.781456,48.752604,2027,NA,FALSE,Batterie,NA,NA
