nr_MASTR,nr_betreiber,energie_type,name,einspeisung,leistung_brutto,plz,landkreis,ort,strasse,hausnummer,bundesland,laenge,breite,jahr_inbetriebnahme,jahr_stillgelegt,stillgelegt,energietraeger,anzahl_einheiten,name_KW,nr_KW
SEE944089525699,ABR988234760740,Solareinheit,Solarpark Lettewitz,Volleinspeisung,12596.88,06193,Saalekreis,Wettin-Löbejün,Kirschstraße,900 R,Sachsen-Anhalt,11.864033,51.600826,2012,NA,FALSE,Freiflächensolaranlage,60067,NA,NA
SEE965587985846,ABR946185373426,Solareinheit,Solarpark Schornhof (J04.1) - P10-031,Volleinspeisung,11980.5,86562,Neuburg-Schrobenhausen,Berg im Gau,NA,NA,Bayern,11.286464,48.657237,2020,NA,FALSE,Freiflächensolaranlage,34230,NA,NA
SEE928106766531,ABR936842743198,Solareinheit,PVA Bronkow,Volleinspeisung,11425.1,03229,Oberspreewald-Lausitz,Luckaitztal,Gosdaer Straße,900,Brandenburg,13.961701,51.674993,2012,NA,FALSE,Freiflächensolaranlage,46600,NA,NA
SEE962863138194,ABR939575161123,Solareinheit,Sonnenpark Hütten,Volleinspeisung,15681.6,92655,Neustadt a.d. Waldnaab,Grafenwöhr,Pechhofer Straße,18,Bayern,11.910733,49.720407,2012,NA,FALSE,Freiflächensolaranlage,65340,NA,NA
SEE900202351019,ABR993368509721,Solareinheit,Neuhausen-Süd,Volleinspeisung,10596.24,03058,Spree-Neiße,Neuhausen,NA,NA,Brandenburg,14.421444,51.681557,2011,NA,FALSE,Freiflächensolaranlage,16208,NA,NA
SEE911324943570,ABR989917003062,Solareinheit,Solar Meuro I,Volleinspeisung,17223.12,01968,Oberspreewald-Lausitz,Brieske,Franz-Mehring-Straße,999 Z,Brandenburg,13.951443,51.548683,2011,NA,FALSE,Freiflächensolaranlage,76800,NA,NA
SEE963492993239,ABR906939159225,Solareinheit,Schipkau 1-1,Volleinspeisung,12731.16,01968,Oberspreewald-Lausitz,Brieske,Franz-Mehring-Straße,999 Z,Brandenburg,13.952112,51.544383,2011,NA,FALSE,Freiflächensolaranlage,55182,NA,NA
SEE953593699697,ABR939315714695,Solareinheit,Meuro 2-2,Volleinspeisung,13464,01968,Oberspreewald-Lausitz,Brieske,Franz-Mehring-Straße,999 Z,Brandenburg,13.959189,51.542615,2011,NA,FALSE,Freiflächensolaranlage,57600,NA,NA
SEE978500320402,ABR987682193162,Solareinheit,Schipkau 2,Volleinspeisung,18748.8,01994,Oberspreewald-Lausitz,Meuro,NA,NA,Brandenburg,13.956551,51.539586,2011,NA,FALSE,Freiflächensolaranlage,80640,NA,NA
SEE911310109461,ABR987008863205,Solareinheit,WOC-MAH-01_2012,Volleinspeisung,18783.36,39517,Stendal,Tangerhütte,Straße der Jugend,ohne,Sachsen-Anhalt,11.819956,52.388266,2012,NA,FALSE,Freiflächensolaranlage,79796,NA,NA
SEE960722648778,ABR902640905502,Solareinheit,WOC-PUE-01_2012,Volleinspeisung,21339.06,18311,Vorpommern-Rügen,Ribnitz-Damgarten,Flugplatzallee,NA,Mecklenburg-Vorpommern,12.450017,54.265258,2012,NA,FALSE,Freiflächensolaranlage,87996,NA,NA
SEE970689355817,ABR931678324955,Solareinheit,Tutow II FFA (1),Volleinspeisung,12731.125,17129,Vorpommern-Greifswald,Tutow,Flughafenring,31,Mecklenburg-Vorpommern,13.212465,53.927267,2010,NA,FALSE,Freiflächensolaranlage,167550,NA,NA
SEE951899766945,ABR931678324955,Solareinheit,Tutow II FFA (2),Volleinspeisung,12731.125,17129,Vorpommern-Greifswald,Tutow,Flughafenring,31,Mecklenburg-Vorpommern,13.212465,53.927267,2010,NA,FALSE,Freiflächensolaranlage,167550,NA,NA
SEE998722352005,ABR970043772571,Solareinheit,PV Weesow-Wilmersdorf 3,Teileinspeisung (einschließlich Eigenverbrauch),63060.96,16356,Barnim,Werneuchen,NA,NA,Brandenburg,13.691721,52.651063,2021,NA,FALSE,Freiflächensolaranlage,157248,NA,NA
SEE934690493715,ABR908518924590,Solareinheit,RCP Solarpark Barth,Volleinspeisung,11012.7,18314,Vorpommern-Rügen,Kenz-Küstrow,Bahnhofstr.,0,Mecklenburg-Vorpommern,12.715066,54.344145,2012,NA,FALSE,Freiflächensolaranlage,45360,NA,NA
SEE971754653043,ABR936072176544,Solareinheit,Solarpark Lärz-Rechlin Süd,Volleinspeisung,19807,17248,Mecklenburgische Seenplatte,Rechlin,NA,NA,Mecklenburg-Vorpommern,12.763798,53.307118,2023,NA,FALSE,Freiflächensolaranlage,35386,NA,NA
SEE943068280185,ABR958663820780,Solareinheit,Solarpark Letschin 04/21,Volleinspeisung,12927.15,15324,Märkisch-Oderland,Letschin,NA,NA,Brandenburg,14.325782,52.644269,2023,NA,FALSE,Freiflächensolaranlage,22860,NA,NA
SEE963943822187,ABR987233398169,Solareinheit,Solarpark Göhlsdorf 04/21,Volleinspeisung,13248.36,14797,Potsdam-Mittelmark,Kloster Lehnin,NA,NA,Brandenburg,12.813501,52.350252,2023,NA,FALSE,Freiflächensolaranlage,24408,NA,NA
SEE908522449232,ABR924305059061,Solareinheit,Solarpark Gammertingen 04/21,Volleinspeisung,14816.7,72501,Reutlingen,Gammertingen,NA,NA,Baden-Württemberg,9.333397,48.24972,2024,NA,FALSE,Freiflächensolaranlage,27360,NA,NA
SEE966165639861,ABR957841327066,Solareinheit,PVA_G9,Volleinspeisung,10465.92,18439,Vorpommern-Rügen,Stralsund,Voigdehäger Weg,NA,Mecklenburg-Vorpommern,13.0895,54.2779,2023,NA,FALSE,Freiflächensolaranlage,22752,NA,NA
SEE950736074779,ABR948346900267,Solareinheit,PVA,Volleinspeisung,15845.015,93176,Regensburg,Beratzhausen,NA,NA,Bayern,11.785623,49.135103,2023,NA,FALSE,Freiflächensolaranlage,24416,NA,NA
SEE917127299388,ABR908690835417,Solareinheit,PVA 1,Volleinspeisung,12027.06,88633,Bodenseekreis,Heiligenberg,NA,NA,Baden-Württemberg,9.321921,47.861915,2022,NA,FALSE,Freiflächensolaranlage,22068,NA,NA
SEE973710510629,ABR935588799933,Solareinheit,PVA Inden,Volleinspeisung,14400,52459,Düren,Inden,NA,NA,Nordrhein-Westfalen,6.366094,50.877468,2022,NA,FALSE,Freiflächensolaranlage,26676,NA,NA
SEE949612224568,ABR990561781930,Solareinheit,Solarpark Forsthof,Volleinspeisung,19998,92706,Neustadt a.d. Waldnaab,Luhe-Wildenau,NA,NA,Bayern,12.107263,49.592577,2023,NA,FALSE,Freiflächensolaranlage,53328,NA,NA
SEE978056753952,ABR980107077351,Solareinheit,Solarpark Ottmarsfeld Nord,Volleinspeisung,14998.5,91798,Weißenburg-Gunzenhausen,Höttingen,NA,NA,Bayern,10.98717,49.085582,2022,NA,FALSE,Freiflächensolaranlage,39996,NA,NA
SEE958126338289,ABR916152227588,Solareinheit,Solarpark Buch,Volleinspeisung,19998,96190,Haßberge,Untermerzbach,NA,NA,Bayern,10.80066,50.123298,2023,NA,FALSE,Freiflächensolaranlage,53328,NA,NA
SEE989071818199,ABR979080943807,Solareinheit,Solarpark Gebot 3 - Inn22-1,Volleinspeisung,13000,97711,Bad Kissingen,Maßbach,NA,NA,Bayern,10.308542,50.15509,2026,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE996155180745,ABR914910299952,Solareinheit,Balder B01 - Bereich III,Volleinspeisung,20050.2,18292,Rostock,Dobbin-Linstow,NA,NA,Mecklenburg-Vorpommern,12.364287,53.639553,2021,NA,FALSE,Freiflächensolaranlage,50760,NA,NA
SEE932932917333,ABR938480345635,Solareinheit,Balder A08,Volleinspeisung,15138.9,19205,Nordwestmecklenburg,Pokrent,NA,NA,Mecklenburg-Vorpommern,11.147381,53.659363,2021,NA,FALSE,Freiflächensolaranlage,34020,NA,NA
SEE900877964712,ABR924651292778,Solareinheit,Balder A02 - Bereich I,Volleinspeisung,10341.72,19300,Ludwigslust-Parchim,Grabow,NA,NA,Mecklenburg-Vorpommern,11.539463,53.247598000000004,2021,NA,FALSE,Freiflächensolaranlage,22987,NA,NA
SEE946445986427,ABR994635630162,Solareinheit,Teutschenthal 1.1,Volleinspeisung,16433.76,06179,Saalekreis,Teutschenthal,NA,NA,Sachsen-Anhalt,11.834126,51.449873,2021,NA,FALSE,Freiflächensolaranlage,45024,NA,NA
SEE943838798599,ABR975327387816,Solareinheit,PV Freiflächenanlage Elmenhorst (2),Volleinspeisung,11787.6,21493,Herzogtum Lauenburg,Elmenhorst,Kesselflickerstraße,907,Schleswig-Holstein,10.504526,53.539908,2012,NA,FALSE,Freiflächensolaranlage,58938,NA,NA
SEE958409465039,ABR946626587306,Solareinheit,Gaarz 1.3,Volleinspeisung,10390.05,19395,Ludwigslust-Parchim,Plau am See,NA,NA,Mecklenburg-Vorpommern,12.248705,53.418515,2021,NA,FALSE,Freiflächensolaranlage,31485,NA,NA
SEE914559439658,ABR921845180163,Solareinheit,Ganzlin II,Volleinspeisung,33097.7,19395,Ludwigslust-Parchim,Ganzlin,Am Fuchsberg,1,Mecklenburg-Vorpommern,12.271378,53.381687,2020,NA,FALSE,Freiflächensolaranlage,80240,NA,NA
SEE984986736903,ABR976641817119,Solareinheit,PVA Laubsdorf,Volleinspeisung,19999.825,03058,Spree-Neiße,Neuhausen,NA,NA,Brandenburg,14.44046,51.68509,2021,NA,FALSE,Freiflächensolaranlage,45936,NA,NA
SEE947503174794,ABR989102727483,Solareinheit,Solarpark Herlheim,Volleinspeisung,12998.64,97509,Schweinfurt,Kolitzheim,NA,NA,Bayern,10.2921,49.9149,2021,NA,FALSE,Freiflächensolaranlage,31704,NA,NA
SEE989824085885,ABR914910299952,Solareinheit,Balder B01 - Bereich IV - Teil 1,Volleinspeisung,47267.28,18292,Rostock,Dobbin-Linstow,NA,NA,Mecklenburg-Vorpommern,12.365211,53.64,2021,NA,FALSE,Freiflächensolaranlage,119664,NA,NA
SEE965151670598,ABR946185373426,Solareinheit,Solarpark Schornhof (J06.1) - P10-031,Volleinspeisung,20909.34,86668,Neuburg-Schrobenhausen,Karlshuld,Karlshuld,GEO-Daten,Bayern,11.28223,48.65634,2020,NA,FALSE,Freiflächensolaranlage,57822,NA,NA
SEE919621649980,ABR946185373426,Solareinheit,Solarpark Schornhof (J04.2) - P10-031,Volleinspeisung,15839.34,86668,Neuburg-Schrobenhausen,Karlshuld,Karlshuld,GEO-Daten,Bayern,11.27871,48.64423,2021,NA,FALSE,Freiflächensolaranlage,42396,NA,NA
SEE955051411315,ABR954907499361,Solareinheit,PV-FW-4037,Volleinspeisung,17712,54668,Eifelkreis Bitburg-Prüm,Ferschweiler,NA,NA,Rheinland-Pfalz,6.397991,49.873398,2023,NA,FALSE,Freiflächensolaranlage,47232,NA,NA
SEE977384300470,ABR982511102919,Solareinheit,PVA Rauenberg,Volleinspeisung,13447,97896,Main-Tauber-Kreis,Freudenberg,NA,NA,Baden-Württemberg,9.36716,49.750278,2025,NA,FALSE,Freiflächensolaranlage,23184,NA,NA
SEE947453765578,ABR905556180636,Solareinheit,Solarpark Lübars 2,Volleinspeisung,11977.2,39291,Jerichower Land,Lübars,NA,NA,Sachsen-Anhalt,12.152501000000001,52.18618,2024,NA,FALSE,Freiflächensolaranlage,21180,NA,NA
SEE919594990133,ABR926438919984,Solareinheit,ABO Wind PV Euskirchen,Volleinspeisung,10526,53881,Euskirchen,Euskirchen,NA,NA,Nordrhein-Westfalen,6.815017,50.697213,2024,NA,FALSE,Freiflächensolaranlage,18630,NA,NA
SEE955934976986,ABR935588799933,Solareinheit,PVA Garzweiler,Volleinspeisung,19380,50181,Rhein-Erft-Kreis,Bedburg,NA,NA,Nordrhein-Westfalen,6.528732,51.051928,2023,NA,FALSE,Freiflächensolaranlage,35880,NA,NA
SEE961632180587,ABR952166828663,Solareinheit,Balder B02 - Bereich I,Volleinspeisung,11994.9,17213,Mecklenburgische Seenplatte,Malchow,NA,NA,Mecklenburg-Vorpommern,12.385871,53.49666,2023,NA,FALSE,Freiflächensolaranlage,18420,NA,NA
SEE929284909895,ABR935588799933,Solareinheit,PVA Jackerath,Volleinspeisung,12150,50181,Rhein-Kreis Neuss,Bedburg,NA,NA,Nordrhein-Westfalen,6.486714,51.038155,2023,NA,FALSE,Freiflächensolaranlage,22464,NA,NA
SEE941496894332,ABR947260383347,Solareinheit,PV Maßbach 2,Volleinspeisung,18449,97711,Bad Kissingen,Maßbach,NA,NA,Bayern,10.2525,50.1865,2021,NA,FALSE,Freiflächensolaranlage,45552,NA,NA
SEE917037858569,ABR994635630162,Solareinheit,Teutschenthal 1.4,Volleinspeisung,16947.68,06179,Saalekreis,Teutschenthal,NA,NA,Sachsen-Anhalt,11.823797,51.453173,2021,NA,FALSE,Freiflächensolaranlage,46432,NA,NA
SEE972725057228,ABR946185373426,Solareinheit,Solarpark Schornhof (J05.2) - P10-031,Volleinspeisung,21782.25,86562,Neuburg-Schrobenhausen,Berg im Gau,NA,NA,Bayern,11.278987,48.63869,2021,NA,FALSE,Freiflächensolaranlage,58086,NA,NA
SEE966108014564,ABR961274775257,Solareinheit,PV Theley Alsweiler 2,Volleinspeisung,12540.8,66636,St. Wendel,Tholey,NA,NA,Saarland,7.057184,49.484586,2021,NA,FALSE,Freiflächensolaranlage,33848,NA,NA
SEE973156197545,ABR943003885314,Solareinheit,PVA Sergen West I,Volleinspeisung,15281.995,03058,Spree-Neiße,Neuhausen,NA,NA,Brandenburg,14.48283,51.70415,2022,NA,FALSE,Freiflächensolaranlage,26690,NA,NA
SEE977300772114,ABR960247123668,Solareinheit,Sonnenwende Groß Schlamin,Volleinspeisung,20000,23730,Ostholstein,Schashagen,NA,NA,Schleswig-Holstein,10.872751,54.163166,2024,NA,FALSE,Freiflächensolaranlage,31032,NA,NA
SEE940872417349,ABR918240936471,Solareinheit,PV - Anlage,Volleinspeisung,11105.68,94094,Passau,Rotthalmünster,NA,NA,Bayern,13.19218,48.374639,2021,NA,FALSE,Freiflächensolaranlage,24543,NA,NA
SEE942871964718,ABR946921305926,Solareinheit,Solarpark Burghaslach,Volleinspeisung,19999.05,96152,Neustadt a.d. Aisch-Bad Windsheim,Burghaslach,NA,NA,Bayern,10.59145,49.71789,2022,NA,FALSE,Freiflächensolaranlage,53082,NA,NA
SEE996255890582,ABR996087246502,Solareinheit,Solarpark Oberroßbach 1,Volleinspeisung,11999,91463,Neustadt a.d. Aisch-Bad Windsheim,Dietersheim,NA,NA,Bayern,10.58819,49.54941,2024,NA,FALSE,Freiflächensolaranlage,29332,NA,NA
SEE970337849545,ABR996087246502,Solareinheit,Solarpark Herrnneuses,Volleinspeisung,15989,91413,Neustadt a.d. Aisch-Bad Windsheim,Neustadt,NA,NA,Bayern,10.6307,49.55605,2024,NA,FALSE,Freiflächensolaranlage,39096,NA,NA
SEE918858887547,ABR970622568663,Solareinheit,Burgstall West,Volleinspeisung,25134.84,94554,Deggendorf,Moos,NA,NA,Bayern,12.937051,48.744123,2021,NA,FALSE,Freiflächensolaranlage,46500,NA,NA
SEE951028619029,ABR994635630162,Solareinheit,Schkölen,NA,37460.09,07619,Saale-Holzland-Kreis,Schkölen,NA,NA,Thüringen,11.874595,51.032976,2021,NA,FALSE,Freiflächensolaranlage,91489,NA,NA
SEE927973259962,ABR949812226119,Solareinheit,Schkölen 1.1,Volleinspeisung,28231.55,07619,Saale-Holzland-Kreis,Schkölen,NA,NA,Thüringen,11.880972,51.036717,2021,NA,FALSE,Freiflächensolaranlage,69301,NA,NA
SEE931738037504,ABR956384250152,Solareinheit,Energiepark Weichs,Volleinspeisung,22000,85258,Dachau,Weichs,NA,NA,Bayern,11.429534,48.371893,2026,NA,FALSE,Freiflächensolaranlage,40416,NA,NA
SEE951264542617,ABR962708160489,Solareinheit,Solarpark Groß Behnitz Nord II,Volleinspeisung,25258.5,14641,Havelland,Nauen,NA,NA,Brandenburg,12.77856,52.584317,2021,NA,FALSE,Freiflächensolaranlage,39090,NA,NA
SEE920687311094,ABR947852191381,Solareinheit,TG_Trafo 104,Volleinspeisung,82924.14,19089,Ludwigslust-Parchim,Barnin,An den Barniner Eichen,2,Mecklenburg-Vorpommern,11.698668,53.571138,2021,NA,FALSE,Freiflächensolaranlage,202254,NA,NA
SEE905807996023,ABR947852191381,Solareinheit,TG_Trafo 105,Volleinspeisung,88680.54,19089,Ludwigslust-Parchim,Barnin,An den Barniner Eichen,2,Mecklenburg-Vorpommern,11.698668,53.571138,2021,NA,FALSE,Freiflächensolaranlage,216294,NA,NA
SEE913813400588,ABR902802824757,Solareinheit,Balder A09 - Bereich I,Volleinspeisung,17061.3,17091,Mecklenburgische Seenplatte,Röckwitz,NA,NA,Mecklenburg-Vorpommern,13.110223,53.692388,2022,NA,FALSE,Freiflächensolaranlage,38340,NA,NA
SEE946925858374,ABR983017753407,Solareinheit,PV Gilching,Volleinspeisung,16218.9,82205,Starnberg,Gilching,NA,NA,Bayern,11.33469,48.09999,2022,NA,FALSE,Freiflächensolaranlage,35877,NA,NA
SEE998727092548,ABR954022931739,Solareinheit,Fuchsloch PPA,Volleinspeisung,14991.75,97340,Kitzingen,Martinsheim,NA,NA,Bayern,10.1789,49.628654,2022,NA,FALSE,Freiflächensolaranlage,33315,NA,NA
SEE956674332421,ABR989403455139,Solareinheit,Solarfeld Ihlenfeld,Volleinspeisung,10000.27,17039,Mecklenburgische Seenplatte,Neuenkirchen,NA,NA,Mecklenburg-Vorpommern,13.32854,53.593577,2022,NA,FALSE,Freiflächensolaranlage,22125,NA,NA
SEE974308737312,ABR924003350606,Solareinheit,Anlage 1,NA,14314.86,92237,Amberg-Sulzbach,Sulzbach-Rosenberg,NA,NA,Bayern,11.780454,49.501923,2022,NA,FALSE,Freiflächensolaranlage,27000,NA,NA
SEE956621592441,ABR901560092323,Solareinheit,Klettwitz Nord 1. BA,Volleinspeisung,49999.395,01998,Oberspreewald-Lausitz,Klettwitz,NA,NA,Brandenburg,13.86359,51.552323,2022,NA,FALSE,Freiflächensolaranlage,101549,NA,NA
SEE964457576009,ABR993132120251,Solareinheit,SP Vilseck II,Volleinspeisung,10999.2,92249,Amberg-Sulzbach,Vilseck,NA,NA,Bayern,11.778342,49.610728,2022,NA,FALSE,Freiflächensolaranlage,24608,NA,NA
SEE959300206301,ABR902437203125,Solareinheit,PVA,Volleinspeisung,18180,86381,Günzburg,Krumbach,Nordstraße,990,Bayern,10.337094,48.265245,2023,NA,FALSE,Freiflächensolaranlage,33596,NA,NA
SEE944749268485,ABR914100319637,Solareinheit,PVA Gardessen I,Volleinspeisung,11993,38162,Wolfenbüttel,Cremlingen,NA,NA,Niedersachsen,10.706778,52.274104,2024,NA,FALSE,Freiflächensolaranlage,22005,NA,NA
SEE970329042312,ABR964633733417,Solareinheit,Solarpark Jünkerath,Volleinspeisung,15856.8,54584,Vulkaneifel,Jünkerath,NA,NA,Rheinland-Pfalz,6.56055,50.365038,2024,NA,FALSE,Freiflächensolaranlage,24060,NA,NA
SEE918905720964,ABR993892713618,Solareinheit,PV-Anlage Merseburg,Volleinspeisung,19989.18,06217,Saalekreis,Merseburg,NA,NA,Sachsen-Anhalt,11.95551,51.302025,2023,NA,FALSE,Freiflächensolaranlage,37017,NA,NA
SEE919798439834,ABR993892713618,Solareinheit,PV-Anlage Braunsbedra,Volleinspeisung,13897.17,06259,Saalekreis,Frankleben,NA,NA,Sachsen-Anhalt,11.952089,51.30136,2024,NA,FALSE,Freiflächensolaranlage,24381,NA,NA
SEE908154076325,ABR939245079000,Solareinheit,Solarpark,NA,20000,02979,Bautzen,Elsterheide,NA,NA,Sachsen,14.187,51.447,2024,NA,FALSE,Freiflächensolaranlage,NA,NA,NA
SEE937844326433,ABR958515820081,Solareinheit,Ehndorf 1.1,Volleinspeisung,14167.98,24647,Rendsburg-Eckernförde,Ehndorf,NA,NA,Schleswig-Holstein,9.922343,54.05883,2024,NA,FALSE,Freiflächensolaranlage,31023,NA,NA
SEE982582461311,ABR982210299545,Solareinheit,E.ON Solarpark Hepberg GmbH ＆ Co. KG,Volleinspeisung,10559.2,85098,Eichstätt,Großmehring,Dieselstraße,bei 28,Bayern,11.470127,48.831568,2022,NA,FALSE,Freiflächensolaranlage,19608,NA,NA
SEE965213240790,ABR959103083826,Solareinheit,Neue Energie Kulmbach,Volleinspeisung,19991.88,95326,Kulmbach,Kulmbach,NA,NA,Bayern,11.43323,50.175599,2022,NA,FALSE,Freiflächensolaranlage,37368,NA,NA
SEE937640985230,ABR923029856338,Solareinheit,Lemwerder 1,Volleinspeisung,13615.52,27809,Wesermarsch,Lemwerder,NA,NA,Niedersachsen,8.586674,53.138794,2024,NA,FALSE,Freiflächensolaranlage,29088,NA,NA
SEE991589916496,ABR943531574261,Solareinheit,Solarpark Volkershausen,Volleinspeisung,12474,97711,Bad Kissingen,Maßbach,NA,NA,Bayern,10.308542,50.15509,2024,NA,FALSE,Freiflächensolaranlage,22680,NA,NA
SEE989203088315,ABR973259896864,Solareinheit,PV Hambach I,Volleinspeisung,12177,52382,Düren,Niederzier,NA,NA,Nordrhein-Westfalen,6.516946,50.925061,2023,NA,FALSE,Freiflächensolaranlage,22344,NA,NA
SEE906799612700,ABR903837623278,Solareinheit,Solarpark Beilrode I - Teilanlage 1,Volleinspeisung,19960.02,04886,Nordsachsen,Beilrode,Triftweg,999 Z,Sachsen,13.09647,51.574497,2024,NA,FALSE,Freiflächensolaranlage,35964,NA,NA
SEE924792059810,ABR954551592142,Solareinheit,Solarpark Schmelchen,Volleinspeisung,13996.8,85250,Dachau,Altomünster,NA,NA,Bayern,11.241924,48.411945,2023,NA,FALSE,Freiflächensolaranlage,25920,NA,NA
SEE976180920660,ABR901560092323,Solareinheit,Klettwitz Nord 2. BA,Volleinspeisung,39999.69,01993,Oberspreewald-Lausitz,Schipkau,NA,NA,Brandenburg,13.867275,51.548345,2022,NA,FALSE,Freiflächensolaranlage,81161,NA,NA
SEE921856548976,ABR909199790931,Solareinheit,PVA Güttin,Volleinspeisung,15017.4,18573,Vorpommern-Rügen,Dreschvitz,Güttin,66,Mecklenburg-Vorpommern,13.326607,54.384702,2022,NA,FALSE,Freiflächensolaranlage,27810,NA,NA
SEE981094711389,ABR920405658623,Solareinheit,Büttel 2.1,Volleinspeisung,16667.48,25572,Steinburg,Büttel,NA,NA,Schleswig-Holstein,9.222306,53.907409,2022,NA,FALSE,Freiflächensolaranlage,37455,NA,NA
SEE971274782995,ABR955351877859,Solareinheit,PV Park1 Neukirchen Klaustorf,Volleinspeisung,10640.1,23775,Ostholstein,Großenbrode,NA,NA,Schleswig-Holstein,11.013824,54.344899,2023,NA,FALSE,Freiflächensolaranlage,18345,NA,NA
SEE986629998211,ABR912890605121,Solareinheit,PVA Schwarzheide,Volleinspeisung,23647.68,01987,Oberspreewald-Lausitz,Schwarzheide,Solarpark,901,Brandenburg,13.875577,51.468496,2022,NA,FALSE,Freiflächensolaranlage,51408,NA,NA
SEE955852581811,ABR948653983632,Solareinheit,Lauterbach 2,Volleinspeisung,34688.12,36341,Vogelsbergkreis,Lauterbach,NA,NA,Hessen,9.3711,50.597524,2022,NA,FALSE,Freiflächensolaranlage,78210,NA,NA
SEE950267848863,ABR911714982721,Solareinheit,APEX PV-Park Kritzkow,Teileinspeisung (einschließlich Eigenverbrauch),11130,18299,Rostock,Laage,An der Chaussee,11 b,Mecklenburg-Vorpommern,12.253094,53.883061,2021,NA,FALSE,Freiflächensolaranlage,26100,NA,NA
SEE949372363217,ABR987065909496,Solareinheit,Solarpark Freimersheim,Volleinspeisung,10305.9,55234,Alzey-Worms,Freimersheim,NA,NA,Rheinland-Pfalz,8.058735,49.7015,2022,NA,FALSE,Freiflächensolaranlage,22902,NA,NA
SEE957187949120,ABR917049593663,Solareinheit,Klettwitz Süd Teil 1,Volleinspeisung,49999.87,01998,Oberspreewald-Lausitz,Klettwitz,NA,NA,Brandenburg,13.873354,51.52887,2022,NA,FALSE,Freiflächensolaranlage,101131,NA,NA
SEE935813215405,ABR983639400543,Solareinheit,Solarpark Lüttow-Valluhn,Volleinspeisung,14440.695,19246,Ludwigslust-Parchim,Lüttow-Valluhn,NA,NA,Mecklenburg-Vorpommern,10.878663,53.512317,2022,NA,FALSE,Freiflächensolaranlage,32451,NA,NA
SEE976313689112,ABR973182610452,Solareinheit,wpd Solarpark Wiernsheim Ortental,Volleinspeisung,10015.04,75446,Enzkreis,Wiernsheim,NA,NA,Baden-Württemberg,8.897311,48.895935,2023,NA,FALSE,Freiflächensolaranlage,17884,NA,NA
SEE926800935710,ABR957359997317,Solareinheit,"PV Speichersdorf 17,5 MWp",Volleinspeisung,17316.105,95469,Bayreuth,Speichersdorf,NA,NA,Bayern,11.8339,49.8624,2023,NA,FALSE,Freiflächensolaranlage,32229,NA,NA
SEE900645076128,ABR910656620814,Solareinheit,Solarpark Stolpe,Volleinspeisung,17213.25,24601,Plön,Stolpe,Wankendorfer Straße,NA,Schleswig-Holstein,10.21303,54.135321,2022,NA,FALSE,Freiflächensolaranlage,38532,NA,NA
SEE932034266780,ABR974335176894,Solareinheit,CEE PVF Karstädt 2 PPA,Volleinspeisung,14361.3,19357,Prignitz,Karstädt,NA,NA,Brandenburg,11.664876,53.202022,2023,NA,FALSE,Freiflächensolaranlage,26595,NA,NA
SEE977824658000,ABR933616157243,Solareinheit,Solarpark Nochten EEG,Volleinspeisung,12492.93,02943,Görlitz,Boxberg,NA,NA,Sachsen,14.691269,51.477357,2022,NA,FALSE,Freiflächensolaranlage,28074,NA,NA
SEE935828070754,ABR990522344914,Solareinheit,Solarpark Oening - Abschnitt 1,Volleinspeisung,13111.45,92334,Neumarkt i.d. OPf.,Berching,NA,NA,Bayern,11.506803,49.094248,2022,NA,FALSE,Freiflächensolaranlage,23839,NA,NA
SEE901762757068,ABR978098997215,Solareinheit,Solarkraftwerk Herbstmühle 3. Bauabschnitt,Volleinspeisung,14897.7,54673,Eifelkreis Bitburg-Prüm,Herbstmühle,NA,NA,Rheinland-Pfalz,6.22669,50.011782,2023,NA,FALSE,Freiflächensolaranlage,28064,NA,NA
