nr_MASTR,name,betreiber,energietraeger,brennstoff,leistung_brutto,leistung_netto,jahr_inbetriebnahme,einspeisung,plz,ort,strasse,hausnummer,bundesland,stillgelegt,jahr_stillegung,stillegung_type
SEE927282130440,Gasmotorenkraftwerk Römerbrücke,Energie SaarLorLux AG,Erdgas,ErdgasErdoelgas,53.109,52.496,2022,Volleinspeisung,66121,Saarbrücken,Bismarckstraße,153,Saarland,FALSE,NA,NA
SEE930522848685,GT3,InfraLeuna GmbH,Erdgas,ErdgasErdoelgas,37.6,37,1994,Volleinspeisung,06237,Leuna,NA,NA,SachsenAnhalt,FALSE,NA,NA
SEE947745452346,Dampfgeneratorturbine 2,OMV Deutschland Operations GmbH & Co. KG,Erdgas,ErdgasErdoelgas,8,7.9,1969,None,84489,Burghausen,Haiminger Straße,1,Bayern,FALSE,NA,NA
SEE937538401125,Maschine 3,Mineraloelraffinerie Oberrhein,Mineraloelprodukte,Raffineriegas,14,12.7,1995,TeileinspeisungEigenverbrauch,76187,Karlsruhe,Nördliche Raffineriestraße,1,BadenWuerttemberg,FALSE,NA,NA
SEE942237774470,Gersteinwerk F DT (F2),RWE Generation SE,Erdgas,ErdgasErdoelgas,355,355,1972,TeileinspeisungEigenverbrauch,59368,Werne,Hammer Straße,2,NordrheinWestfalen,FALSE,NA,reserve
SEE944523267864,NEZ Adlershof Modul 1,"BTB Blockheizkraftwerks-, Träger- und Betreibergesellschaft",Erdgas,ErdgasErdoelgas,2,1.97,2010,TeileinspeisungEigenverbrauch,12489,Berlin,Albert-Einstein-Straße,22,Berlin,FALSE,NA,NA
SEE945093389369,"Kraftwerk IV, GT 421",SYNEQT GmbH,Erdgas,ErdgasErdoelgas,47.99,47,2016,Volleinspeisung,45772,Marl,Paul-Baumann-Straße,1,NordrheinWestfalen,FALSE,NA,NA
SEE947894664195,GT2,DFS Energy GmbH,Erdgas,ErdgasErdoelgas,4.569,4.459,2014,TeileinspeisungEigenverbrauch,63225,Langen,Am DFS-Campus,3,Hessen,FALSE,NA,NA
SEE949685414514,P87,Caterpillar Energy Solutions,Erdgas,ErdgasErdoelgas,1.6,1.6,2004,TeileinspeisungEigenverbrauch,68167,Mannheim,Carl-Benz-Straße,1,BadenWuerttemberg,FALSE,NA,NA
SEE915847711449,bnBm GasKW BIB GT6,RWE Generation SE,Erdgas,ErdgasErdoelgas,34.8,34.4,2023,Volleinspeisung,68647,Biblis,Bei den Münchäckern,50,Hessen,FALSE,NA,reserve
SEE916508151147,BHKW Ford Saarlouis Modul 5,Ford-Werke GmbH,Erdgas,ErdgasErdoelgas,4.404,4.322,2016,TeileinspeisungEigenverbrauch,66740,Saarlouis,Henry-Ford-Straße,1,Saarland,FALSE,NA,NA
SEE982462684892,Ettling K1,Uniper Kraftwerke GmbH,Wasser,NA,4.1,4.1,1988,Volleinspeisung,94522,Wallersdorf,Kraftwerkstr.,1,Bayern,FALSE,NA,NA
SEE938449433663,Kraftwerk GRI,Gunvor Raffinerie Ingolstadt GmbH,Erdgas,ErdgasErdoelgas,7.2,7.2,1964,None,85092,Kösching,Essostraße,1,Bayern,FALSE,NA,NA
SEE941054035436,Kraftwerk Passau-Ingling MS4,Österreichisch-Bayerische Kraftwerke AG,Wasser,NA,21.6,21.6,1965,Volleinspeisung,94036,Passau,Innstraße,121,Bayern,FALSE,NA,NA
SEE941115201374,BHKW Potsdam-Nord 2,Energie und Wasser Potsdam GmbH,Erdgas,ErdgasErdoelgas,4.502,4.45,2024,TeileinspeisungEigenverbrauch,14471,Potsdam,Zeppelinstraße,135,Brandenburg,FALSE,NA,NA
SEE954169155876,Heizkraftwerk-Offenbach-EVO,Energieversorgung Offenbach AG,Steinkohle,Steinkohlen,54.7,49,1988,TeileinspeisungEigenverbrauch,63067,Offenbach,Andréstraße,71,Hessen,FALSE,NA,NA
SEE955802157592,HK_001_Industrieheizkraftwerk-Walsrode_BHKW-GM2,EnBW Contracting GmbH,Erdgas,ErdgasErdoelgas,3.2,3.2,2019,TeileinspeisungEigenverbrauch,29699,Walsrode,Bahnhofstraße,13,Niedersachsen,FALSE,NA,NA
SEE944503176377,Heizkraftwerk  Altbach/Deizisau HKW 1,EnBW Energie Baden-Württemberg AG,Steinkohle,Steinkohlen,476,433,1985,TeileinspeisungEigenverbrauch,73776,Altbach,Industriestraße,11,BadenWuerttemberg,FALSE,NA,reserve
SEE947225300921,GT1,InfraLeuna GmbH,Erdgas,ErdgasErdoelgas,37.6,37,1994,Volleinspeisung,06237,Leuna,NA,NA,SachsenAnhalt,FALSE,NA,NA
SEE950208762586,Untereichen F1,Untere Iller GmbH,Wasser,NA,4,4,1931,TeileinspeisungEigenverbrauch,89281,Altenstadt,Werkstraße,60,Bayern,FALSE,NA,NA
SEE950477241393,DT,DREWAG - Stadtwerke Dresden GmbH,Erdgas,ErdgasErdoelgas,75,74,1995,Volleinspeisung,01159,Dresden,Oederaner Straße,21,Sachsen,FALSE,NA,NA
SEE952058615067,Solvay Rb TA1,Solvay GmbH,Erdgas,ErdgasErdoelgas,54,54,1996,TeileinspeisungEigenverbrauch,47495,Rheinberg,Xantener Straße,237,NordrheinWestfalen,FALSE,NA,NA
SEE953987748918,Mitte BHKW 2 Modul 6,Stadtwerke Duisburg AG,Erdgas,ErdgasErdoelgas,4.5,4.472,2023,Volleinspeisung,47053,Duisburg,Bungertstr.,27,NordrheinWestfalen,FALSE,NA,NA
SEE957083466325,SWD KWL AGuD,Stadtwerke Düsseldorf AG,Erdgas,ErdgasErdoelgas,102,100,2000,Volleinspeisung,40221,Düsseldorf,Auf der Lausward,75,NordrheinWestfalen,FALSE,NA,NA
SEE959044776498,Mitte BHKW 2 Modul 5,Stadtwerke Duisburg AG,Erdgas,ErdgasErdoelgas,4.5,4.472,2023,Volleinspeisung,47053,Duisburg,Bungertstr.,27,NordrheinWestfalen,FALSE,NA,NA
SEE959576281422,Knapsack I - Dampfturbine - DT 10,Knapsack Power GmbH & Co. KG,Erdgas,ErdgasErdoelgas,290,290,2007,Volleinspeisung,50354,Hürth,Industriestraße,300,NordrheinWestfalen,FALSE,NA,NA
SEE962877818310,Heizkraftwerk Stuttgart-Münster DT 19,EnBW Energie Baden-Württemberg AG,Erdgas,ErdgasErdoelgas,19.6,19.5,2009,TeileinspeisungEigenverbrauch,70376,Stuttgart,Voltastraße,45,BadenWuerttemberg,FALSE,NA,NA
SEE963454497492,Dampfturbine 2 Jena,TEAG Thüringer Energie AG,Erdgas,ErdgasErdoelgas,40,39,1996,Volleinspeisung,07745,Jena,Rudolstädter Straße,41,Thueringen,FALSE,NA,NA
SEE972750176482,KWK 5 Geb. 192.0,BMW AG,Erdgas,ErdgasErdoelgas,4.5,4.5,2019,TeileinspeisungEigenverbrauch,84130,Dingolfing,Karl-Dompert-Straße,7,Bayern,FALSE,NA,NA
SEE973007329446,Boehringer Ingelheim - H111 - GT51/AK51,Boehringer Ingelheim Pharma GmbH&Co.KG,Erdgas,ErdgasErdoelgas,4.48,4.471,2002,TeileinspeisungEigenverbrauch,88400,Biberach,Birkendorfer Straße,65,BadenWuerttemberg,FALSE,NA,NA
SEE975648364909,WKW Säckingen M3,EnBW Energie Baden-Württemberg AG,Wasser,NA,23,23,1966,TeileinspeisungEigenverbrauch,79713,Bad Säckingen,Murger Weg,2,BadenWuerttemberg,FALSE,NA,NA
SEE944923156256,WKW Unteropfingen M2,EnBW Energie Baden-Württemberg AG,Wasser,NA,3.325,3.325,1924,TeileinspeisungEigenverbrauch,88457,Kirchdorf,Kraftwerkstraße,4,BadenWuerttemberg,FALSE,NA,NA
SEE945451865368,KW Säckingen A8,Schluchseewerk AG,Pumpspeicher,NA,90,90,1967,None,79713,Bad Säckingen,Stollenweg,2,BadenWuerttemberg,FALSE,NA,NA
SEE951648072822,ZASt,Zweckverband für Abfallwirtschaft Südwestthüringen (ZASt),Abfall,AbfallHausmuellSiedlungsabfaelle,13.7,12.1,2007,TeileinspeisungEigenverbrauch,98544,Zella-Mehlis,Am Schießstand,15,Thueringen,FALSE,NA,NA
SEE951078548935,0050 - STW - BHKW - KWK,Stadtwerke Kempen GmbH,Erdgas,ErdgasErdoelgas,3.356,3.313,2017,Volleinspeisung,47906,Kempen,Otto-Schott-Straße,4,NordrheinWestfalen,FALSE,NA,NA
SEE965333653821,HKW Klingenberg Dampfturbine 3,BEW Berliner Energie und Wärme GmbH,Erdgas,ErdgasErdoelgas,64,56,1982,TeileinspeisungEigenverbrauch,10317,Berlin,Köpenicker Chaussee,42-45,Berlin,FALSE,NA,NA
SEE971021553687,Rain M2,LEW Wasserkraft,Wasser,NA,5.6,5.595,1955,Volleinspeisung,86641,Rain,Kraftwerkstraße,21,Bayern,FALSE,NA,NA
SEE974045584156,GT6,EGGER Holzwerkstoffe Brilon GmbH & Co. KG,Erdgas,ErdgasErdoelgas,5,5,1998,TeileinspeisungEigenverbrauch,59929,Brilon,Im Kissen,19,NordrheinWestfalen,FALSE,NA,NA
SEE974941636973,HKW Schwarza TS 6,TWS Thüringer Wärme Service GmbH,Waerme,Dampf,8,7.881,1962,TeileinspeisungEigenverbrauch,07407,Rudolstadt,Breitscheidstraße,160,Thueringen,FALSE,NA,NA
SEE976927444749,RRKW Feldheim,RRKW Feldheim GmbH & Co. KG,Batteriespeicher,NA,10,10,2016,Volleinspeisung,14929,Treuenbrietzen,Hinter den Gärten,15 b,Brandenburg,FALSE,NA,NA
SEE979791664664,Ma 2,Salzgitter Flachstahl GmbH,Sonstige Energietraeger (nicht erneuerbar),HochofengasKonvertergas,55,49.5,2006,TeileinspeisungEigenverbrauch,38239,Salzgitter,Eisenhüttenstraße,99,Niedersachsen,FALSE,NA,NA
SEE980421575656,Gasturbinenkraftwerk Thyrow GT C,Lausitz Energie Kraftwerke AG,Erdgas,ErdgasErdoelgas,37.6,37.104,1987,Volleinspeisung,15806,Zossen,Am Umspannwerk,12,Brandenburg,FALSE,NA,reserve
SEE980892645759,Aufkirchen D F2,Uniper Kraftwerke GmbH,Wasser,NA,9,9,1924,Volleinspeisung,85445,Oberding,Bayernwerkstraße,1,Bayern,FALSE,NA,NA
SEE927922085253,BESS-Einbeck,RheinEnergie Speicher Einbeck GmbH & Co. KG,Batteriespeicher,NA,24.5,24.5,2026,Volleinspeisung,37574,Einbeck,Schwammelwitzer Straße,NA,Niedersachsen,FALSE,NA,NA
SEE976607134694,KWK 2 Geb. 192.0,BMW AG,Erdgas,ErdgasErdoelgas,4.13,4.09,2014,TeileinspeisungEigenverbrauch,84130,Dingolfing,Karl-Dompert-Straße,7,Bayern,FALSE,NA,NA
SEE972377801989,Pfreimd R2,ENGIE Deutschland Erneuerbare GmbH,Pumpspeicher,NA,33,33,1955,Volleinspeisung,92555,Trausnitz,Seestraße,6,Bayern,FALSE,NA,NA
SEE974883809046,HKW Reuter West Dampfturbine E,BEW Berliner Energie und Wärme GmbH,Steinkohle,Steinkohlen,300,282,1988,TeileinspeisungEigenverbrauch,13599,Berlin,Großer Spreering,5,Berlin,FALSE,NA,NA
SEE916865356940,Kraftwerk HA GT4,K+S Minerals and Agriculture GmbH,Erdgas,ErdgasErdoelgas,32.604,32,2012,TeileinspeisungEigenverbrauch,36269,Philippsthal,Hattorfer Straße,1,Hessen,FALSE,NA,NA
SEE918332839635,bnBm GasKW BIB GT8,RWE Generation SE,Erdgas,ErdgasErdoelgas,34.8,34.4,2023,Volleinspeisung,68647,Biblis,Bei den Münchäckern,50,Hessen,FALSE,NA,reserve
SEE924602311411,SWD KWF T1,Stadtwerke Düsseldorf AG,Biomasse,NA,55,53.7,2000,Volleinspeisung,40233,Düsseldorf,Behrenstraße,85,NordrheinWestfalen,FALSE,NA,NA
SEE924780675428,Irsching 5 GT2,Gemeinschaftskraftwerk Irsching GmbH,Erdgas,ErdgasErdoelgas,287,282,2010,Volleinspeisung,85088,Vohburg,Paarstraße,30,Bayern,FALSE,NA,NA
SEE925705511180,BHKW 2 - GOM 3,Flughafen München GmbH,Erdgas,ErdgasErdoelgas,4.3,4.207,2014,TeileinspeisungEigenverbrauch,85356,München-Flughafen,Nordallee,18,Bayern,FALSE,NA,NA
SEE927820549208,GT1,CR3-Kaffeeveredelung M. Hermsen GmbH,Erdgas,ErdgasErdoelgas,4.95,4.77,1993,TeileinspeisungEigenverbrauch,28237,Bremen,Waterbergstraße,14,Bremen,FALSE,NA,NA
SEE928459304602,Walchenseekraftwerk D F2,Uniper Kraftwerke GmbH,Wasser,NA,18,18,1924,Volleinspeisung,82431,Kochel,Altjoch,22,Bayern,FALSE,NA,NA
SEE920864082298,01 Std GT1,Dow Deutschland Anlagengesellschaft mbH,Erdgas,ErdgasErdoelgas,47.971,44.975,2014,TeileinspeisungEigenverbrauch,21683,Stade,Bützflether Sand,9,Niedersachsen,FALSE,NA,NA
SEE950355589975,Kraftwerk ZI DT 2,K+S Minerals and Agriculture GmbH,Waerme,Dampf,29.962,29.49,2010,TeileinspeisungEigenverbrauch,39326,Zielitz,Farsleber Straße,1,SachsenAnhalt,FALSE,NA,NA
SEE959613772449,Gasturbine 5,Buchmann Karton,Erdgas,ErdgasErdoelgas,6,5.4,1992,TeileinspeisungEigenverbrauch,76855,Annweiler,Wasgaustraße,5,RheinlandPfalz,FALSE,NA,NA
SEE960273606623,Biomasseheizkraftwerk Hannover Stöcken,BEH Bioenergie Hannover GmbH,Waerme,Dampf,23.256,20.108,2025,TeileinspeisungEigenverbrauch,30419,Hannover,Stelinger Straße,19,Niedersachsen,FALSE,NA,NA
SEE963125615224,Küstenkraftwerk K.I.E.L Motor 14,Stadtwerke Kiel AG,Erdgas,ErdgasErdoelgas,9.571,9.456,2018,Volleinspeisung,24149,Kiel,Hasselfelde,30,SchleswigHolstein,FALSE,NA,NA
SEE965660903200,Gasmotoren-Heizkraftwerk Dresden-Reick - Aggregat I,DREWAG - Stadtwerke Dresden GmbH,Erdgas,ErdgasErdoelgas,11.76,11.5,2022,Volleinspeisung,01277,Dresden,Liebstädter Straße,1,Sachsen,FALSE,NA,NA
SEE967544153657,Küstenkraftwerk K.I.E.L Motor 6,Stadtwerke Kiel AG,Erdgas,ErdgasErdoelgas,9.571,9.456,2018,TeileinspeisungEigenverbrauch,24149,Kiel,Hasselfelde,30,SchleswigHolstein,FALSE,NA,NA
SEE970806189455,BHKW-G66-KWK-groß,Volkswagen Sachsen GmbH,Erdgas,ErdgasErdoelgas,12.9,12.747,2014,TeileinspeisungEigenverbrauch,08058,Zwickau,Glauchauer Straße,40,Sachsen,FALSE,NA,NA
SEE971796321603,TS II,Zweckverband Abfallwirtschaft Raum Würzburg,Abfall,AbfallHausmuellSiedlungsabfaelle,16,12,1998,TeileinspeisungEigenverbrauch,97076,Würzburg,Gattingerstraße,31,Bayern,FALSE,NA,NA
SEE963197749315,MOT 4,SWP Stadtwerke Pforzheim,Erdgas,ErdgasErdoelgas,10.387,10.285,2021,TeileinspeisungEigenverbrauch,75175,Pforzheim,Hohwiesenweg,19,BadenWuerttemberg,FALSE,NA,NA
SEE936181210535,Kraftwerk ZI GT 2,K+S Minerals and Agriculture GmbH,Erdgas,ErdgasErdoelgas,5.582,5.49,2017,TeileinspeisungEigenverbrauch,39326,Zielitz,Farsleber Straße,1,SachsenAnhalt,FALSE,NA,NA
SEE942777699660,EBKW Knapsack,EBS Kraftwerk GmbH,Abfall,Industrieabfall,33.42,29.9,2009,Volleinspeisung,50354,Hürth,Industriestraße,300,NordrheinWestfalen,FALSE,NA,NA
SEE945727561772,KW Wehr MS B9,Schluchseewerk AG,Pumpspeicher,NA,227.5,227.5,1976,None,79664,Wehr,Todtmooser Straße,150,BadenWuerttemberg,FALSE,NA,NA
SEE953235539855,Heizkraftwerk Stuttgart-Gaisburg HKW 3 Motor 1,EnBW Energie Baden-Württemberg AG,Erdgas,ErdgasErdoelgas,10.295,9.717,2018,TeileinspeisungEigenverbrauch,70327,Stuttgart,Langwiesenweg,23,BadenWuerttemberg,FALSE,NA,NA
SEE968240296907,Untereichen F2,Untere Iller GmbH,Wasser,NA,4,4,1931,TeileinspeisungEigenverbrauch,89281,Altenstadt,Werkstraße,60,Bayern,FALSE,NA,NA
SEE968254365774,GT2,DREWAG - Stadtwerke Dresden GmbH,Erdgas,ErdgasErdoelgas,65,62,1995,Volleinspeisung,01159,Dresden,Oederaner Straße,21,Sachsen,FALSE,NA,NA
SEE969767231167,KW Säckingen B7,Schluchseewerk AG,Pumpspeicher,NA,90,90,1967,None,79713,Bad Säckingen,Stollenweg,2,BadenWuerttemberg,FALSE,NA,NA
SEE970931306376,Solvay Rb TA10,Solvay GmbH,Waerme,Dampf,27.2,27.2,1983,TeileinspeisungEigenverbrauch,47495,Rheinberg,Xantener Straße,237,NordrheinWestfalen,FALSE,NA,NA
SEE935506652999,Energiewende-Speicher,be.storaged GmbH,Batteriespeicher,NA,11.9,11.9,2018,Volleinspeisung,26316,Varel,Oldenburger Straße,69 B,Niedersachsen,FALSE,NA,NA
SEE940474859066,Z564 VT1,BASF SE,Waerme,Dampf,12.5,12,1992,TeileinspeisungEigenverbrauch,67063,Ludwigshafen,Carl-Bosch-Straße,38,RheinlandPfalz,FALSE,NA,NA
SEE946736241334,HKW Aalen,Palm Power GmbH & Co. KG,Erdgas,ErdgasErdoelgas,79.19,78.302,2021,Volleinspeisung,73432,Aalen,Palm Allee,1,BadenWuerttemberg,FALSE,NA,NA
SEE949509046600,Zolling GT2,Onyx Kraftwerk Zolling GmbH &Co. KGaA,Mineraloelprodukte,HeizoelLeicht,25,24.5,1976,Volleinspeisung,85406,Zolling,Leiningerstraße,1,Bayern,FALSE,NA,NA
SEE977600961171,Bertoldsheim E K2,Donau-Wasserkraft AG,Wasser,NA,6.6,6.3,1967,Volleinspeisung,86643,Rennertshofen,Burgheimer Straße,33,Bayern,FALSE,NA,NA
SEE978319698396,Kraftwerk Wasserburg MS4 110 kV,VERBUND Innkraftwerke GmbH,Wasser,NA,4.82,4.82,1938,Volleinspeisung,83512,Wasserburg,Innwerkstraße,15,Bayern,FALSE,NA,NA
SEE979811488683,Kraftwerk SI GT1,K+S Minerals and Agriculture GmbH,Erdgas,ErdgasErdoelgas,5.577,5.5,1993,TeileinspeisungEigenverbrauch,31515,Wunstorf,Schachtstraße,10,Niedersachsen,FALSE,NA,NA
SEE983252937631,Niederaußem K,RWE Power AG,Braunkohle,Rohbraunkohlen,998,944,2003,TeileinspeisungEigenverbrauch,50129,Bergheim,Werkstr.,NA,NordrheinWestfalen,FALSE,2029,KVBG
SEE984446277410,Büttel Speicher,Sunnic Lighthouse Solar Invest 11 TU 2 GmbH,Batteriespeicher,NA,12,12,2023,Volleinspeisung,25572,Büttel,NA,NA,SchleswigHolstein,FALSE,NA,NA
SEE985220684011,Kraftwerk SI DT2,K+S Minerals and Agriculture GmbH,Waerme,Dampf,9.439,9.3,1973,TeileinspeisungEigenverbrauch,31515,Wunstorf,Schachtstraße,10,Niedersachsen,FALSE,NA,NA
SEE957367978162,Kraftwerk Egglfing-Obernberg MS5,Innwerk AG,Wasser,NA,13.45,13.45,1950,Volleinspeisung,94072,Bad Füssing,Am Innwerk,13,Bayern,FALSE,NA,NA
SEE966988528885,PSW Geesthacht PSS C,Vattenfall Wasserkraft GmbH,Pumpspeicher,NA,40,39.7,1958,Volleinspeisung,21502,Geesthacht,Elbuferstraße,49,SchleswigHolstein,FALSE,NA,NA
SEE972475289894,Gasturbine 1 - GuD MPE,Mitsubishi HiTec Paper Europe GmbH,Erdgas,ErdgasErdoelgas,14.25,14.05,2005,TeileinspeisungEigenverbrauch,33699,Bielefeld,Niedernholz,23,NordrheinWestfalen,FALSE,NA,other
SEE976325553869,DTS 1,Essity Operations Mannheim GmbH,Biomasse,NA,28.5,28.448,1966,TeileinspeisungEigenverbrauch,68305,Mannheim,Sandhofer Straße,176,BadenWuerttemberg,FALSE,NA,NA
SEE983645175053,Ingolstadt 4,Uniper Kraftwerke GmbH,Mineraloelprodukte,HeizoelSchwer,420,365,1974,Volleinspeisung,85098,Großmehring,Bayernwerkstraße,30,Bayern,FALSE,NA,reserve
SEE987633796220,GKH 1,enercity AG,Steinkohle,Steinkohlen,150,136,1989,TeileinspeisungEigenverbrauch,30419,Hannover,Stelinger Straße,19,Niedersachsen,TRUE,2026,KVBG
SEE955978509164,SKW Hohenwarte 1 Maschine C,Vattenfall Wasserkraft GmbH,Wasser,NA,4,3.88,1941,Volleinspeisung,07338,Hohenwarte,Ortsstraße,NA,Thueringen,FALSE,NA,NA
SEE961284659301,Obernach F1,Uniper Kraftwerke GmbH,Wasser,NA,6.4,6.4,1955,Volleinspeisung,82432,Walchensee,Einsiedl,NA,Bayern,FALSE,NA,NA
SEE929826629465,BHKW Ramstein,FFR Fernwärmeversorgung Flugplatz Ramstein,Erdgas,ErdgasErdoelgas,12.9,12.75,2018,Volleinspeisung,66877,Ramstein-Miesenbach,Reichswaldstraße,9,RheinlandPfalz,FALSE,NA,NA
SEE929915888797,Urspring K(Ro) 1,Uniper Kraftwerke GmbH,Wasser,NA,4,3.366,1966,Volleinspeisung,86983,Lechbruck,Via Claudia,NA,Bayern,FALSE,NA,NA
SEE931225490034,SMAREG7 Monheim,SMAREG 7 GmbH & Co. KG,Batteriespeicher,NA,12,12,2024,Volleinspeisung,86653,Monheim,Am Sendle,22,Bayern,FALSE,NA,NA
SEE936112096313,BHKW,SWISS KRONO TEX,Erdgas,ErdgasErdoelgas,1.999,1.957,2016,None,16909,Heiligengrabe,Wittstocker Chaussee,1,Brandenburg,FALSE,NA,NA
SEE980823248912,Turbine 7,Kelheim Fibres GmbH,Erdgas,ErdgasErdoelgas,28.028,25.929,2014,TeileinspeisungEigenverbrauch,93309,Kelheim,Regensburger Straße,109,Bayern,FALSE,NA,NA
SEE982512881400,"HKW, Dampfturbine 2",Stadtwerke Augsburg Energie GmbH,Erdgas,ErdgasErdoelgas,20.9,20.4,1976,TeileinspeisungEigenverbrauch,86152,Augsburg,Franziskanergasse,9,Bayern,FALSE,NA,NA
SEE962922475031,Meitingen M2,LEW Wasserkraft,Wasser,NA,4.21,4.2,1922,Volleinspeisung,86405,Meitingen,Bernhard-Monath-Straße,46,Bayern,FALSE,NA,NA
SEE964117025212,Kraftwerk Ering-Frauenstein MS1,Innwerk AG,Wasser,NA,24.3,24.3,1942,Volleinspeisung,94140,Ering,Innwerkstraße,38,Bayern,FALSE,NA,NA
SEE968905685947,SEDE607510037,ENGIE Deutschland GmbH,Erdgas,ErdgasErdoelgas,4.404,4.387,2018,Volleinspeisung,07549,Gera,Vogtlandstraße,11,Thueringen,FALSE,NA,NA
SEE969078917545,Kraftwerk Ering-Frauenstein MS3,Innwerk AG,Wasser,NA,24.3,24.3,1942,Volleinspeisung,94140,Ering,Innwerkstraße,38,Bayern,FALSE,NA,NA
SEE935602197158,Saalachkraftwerk E3,DB Energie GmbH,Wasser,NA,1.28,1.28,1914,Volleinspeisung,83435,Bad Reichenhall,Thumseestraße,25,Bayern,FALSE,NA,NA
SEE937849602679,Detzem Maschine 1,RWE Generation Hydro GmbH,Wasser,NA,6,6,1962,Volleinspeisung,54340,Detzem,Am Moselufer,1,RheinlandPfalz,FALSE,NA,NA
SEE940039139749,SW Karlsruhe Heizkraftwerk West Generator 3,Firma Stadtwerke Karlsruhe GmbH,Erdgas,ErdgasErdoelgas,42,33,1984,Volleinspeisung,76189,Karlsruhe,Honsellstraße,36,BadenWuerttemberg,FALSE,NA,NA
SEE945908806647,Herne 4,STEAG Power GmbH,Steinkohle,Steinkohlen,490,435,1989,TeileinspeisungEigenverbrauch,44653,Herne,Hertener Straße,16,NordrheinWestfalen,FALSE,NA,reserve
SEE950132255796,Holzheizkraftwerk Cuxhaven,FORTE Energie GmbH & Co. KG,Biomasse,NA,17,17,2023,Volleinspeisung,27472,Cuxhaven,Neufelder Straße,NA,Niedersachsen,FALSE,NA,NA
SEE954183997452,01 Std ST2,Dow Deutschland Anlagengesellschaft mbH,Waerme,Dampf,18.732,13,2014,TeileinspeisungEigenverbrauch,21683,Stade,Bützflether Sand,9,Niedersachsen,FALSE,NA,NA
SEE972128015696,BHKW Merheim RheinEnergie,RheinEnergie AG,Erdgas,ErdgasErdoelgas,31.161,30.777,2020,Volleinspeisung,51109,Köln,Ostmerheimer Str.,557,NordrheinWestfalen,FALSE,NA,NA
SEE976850689781,GuD Mitte DT10,BASF SE,Waerme,Dampf,90.5,89.5,2005,TeileinspeisungEigenverbrauch,67063,Ludwigshafen,Carl-Bosch-Straße,38,RheinlandPfalz,FALSE,NA,NA
SEE964658207085,WKW Unteropfingen M4,EnBW Energie Baden-Württemberg AG,Wasser,NA,4.225,4.225,1924,TeileinspeisungEigenverbrauch,88457,Kirchdorf,Kraftwerkstraße,4,BadenWuerttemberg,FALSE,NA,NA
SEE965768299069,Heizkraftwerk Halle-Trotha - Gasturbine,Heizkraftwerk Halle-Trotha GmbH,Erdgas,ErdgasErdoelgas,56.242,54.8325,1994,Volleinspeisung,06118,Halle,Brachwitzer Straße,23,SachsenAnhalt,FALSE,NA,NA
SEE967194778880,GT1,DREWAG - Stadtwerke Dresden GmbH,Erdgas,ErdgasErdoelgas,65,62,1995,Volleinspeisung,01159,Dresden,Oederaner Straße,21,Sachsen,FALSE,NA,NA
SEE968471468838,DT23,WSW Energie & Wasser AG,Erdgas,ErdgasErdoelgas,30,29.2,2005,Volleinspeisung,42275,Wuppertal,Am Clef,32,NordrheinWestfalen,FALSE,NA,NA
SEE973349507359,trlyr 5,trlyr 5 GmbH & Co. KG,Batteriespeicher,NA,15,15,2026,Volleinspeisung,29227,Celle,Zum Burgwall,5,Niedersachsen,FALSE,NA,NA
SEE970739914599,KLW1-KVA,"Münchner Stadtentwässerung, Eigenbetrieb der Landeshauptstadt München",Biomasse,NA,1.235,1,1998,TeileinspeisungEigenverbrauch,80939,München,Freisinger Landstraße,187,Bayern,FALSE,NA,NA
SEE972346658903,Heizkraftwerk Stuttgart-Gaisburg HKW 3 Motor 3,EnBW Energie Baden-Württemberg AG,Erdgas,ErdgasErdoelgas,10.295,9.717,2018,TeileinspeisungEigenverbrauch,70327,Stuttgart,Langwiesenweg,23,BadenWuerttemberg,FALSE,NA,NA
SEE972458947407,SWD KWL GTE2,Stadtwerke Düsseldorf AG,Erdgas,ErdgasErdoelgas,65.5,64.7,1975,Volleinspeisung,40221,Düsseldorf,Auf der Lausward,75,NordrheinWestfalen,FALSE,NA,NA
SEE985117126280,ST_HKW_T4,Sappi Stockstadt GmbH,Steinkohle,Steinkohlen,6.4,5.76,1962,TeileinspeisungEigenverbrauch,63811,Stockstadt,Obernburger Straße,1-9,Bayern,TRUE,2024,KVBG
SEE986886521948,"Biomethan BHKW Hannover Herrenhausen, Motor 1",BEH Bioenergie Hannover GmbH,Biomasse,NA,4.5,4.5,2024,Volleinspeisung,30419,Hannover,Leinhäuser Weg,5,Niedersachsen,FALSE,NA,NA
SEE988464391141,Erdgas BHKW KLA Bottrop Ag. 2,Emschergenossenschaft,Erdgas,ErdgasErdoelgas,2.676,2.676,2021,TeileinspeisungEigenverbrauch,46238,Bottrop,In der Welheimer Mark,190,NordrheinWestfalen,FALSE,NA,NA
SEE988477355802,GKM Block 9,Grosskraftwerk Mannheim,Steinkohle,Steinkohlen,911,843,2015,TeileinspeisungEigenverbrauch,68199,Mannheim,Marguerrestraße,1,BadenWuerttemberg,FALSE,NA,NA
SEE962395118756,Gasmotoren-Heizkraftwerk Dresden-Reick - Aggregat IV,DREWAG - Stadtwerke Dresden GmbH,Erdgas,ErdgasErdoelgas,11.76,11.5,2022,Volleinspeisung,01277,Dresden,Liebstädter Straße,1,Sachsen,FALSE,NA,NA
